event_index,event_type,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,best_bid_px,best_bid_qty,best_ask_px,best_ask_qty,mid_px,spread,microprice,top_of_book_imbalance,total_bid_depth_top_k,total_ask_depth_top_k,bid_levels_json,ask_levels_json,current_position_symbol,current_cash,last_trade_px_for_symbol,last_trade_qty_for_symbol,most_recent_news_id_affecting_symbol,seconds_since_last_news_for_symbol,inside_post_news_reaction_window
36,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.312847+00:00,1775357601312847000,173311640528458,,,,ETF,3305,100,3317,100,3311.0,12.0,3311.0,0.0,200,100,"[{""px"":3305,""qty"":100},{""px"":3296,""qty"":40},{""px"":3295,""qty"":60},{""px"":3294,""qty"":80},{""px"":3293,""qty"":100}]","[{""px"":3317,""qty"":100}]",0,0,,,,,False
37,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.459910+00:00,1775357601459910000,173311787590458,,,,ETF,3306,40,3317,100,3311.5,11.0,3309.1428571428573,-0.42857142857142855,180,100,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":100},{""px"":3296,""qty"":40},{""px"":3295,""qty"":60},{""px"":3294,""qty"":80}]","[{""px"":3317,""qty"":100}]",0,0,,,,,False
38,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.460112+00:00,1775357601460112000,173311787793458,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,180,140,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":100},{""px"":3296,""qty"":40},{""px"":3295,""qty"":60},{""px"":3294,""qty"":80}]","[{""px"":3312,""qty"":40},{""px"":3317,""qty"":100}]",0,0,,,,,False
39,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.460294+00:00,1775357601460294000,173311787975500,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,240,140,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":160},{""px"":3296,""qty"":40},{""px"":3295,""qty"":60},{""px"":3294,""qty"":80}]","[{""px"":3312,""qty"":40},{""px"":3317,""qty"":100}]",0,0,,,,,False
40,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.460433+00:00,1775357601460433000,173311788113833,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,240,200,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":160},{""px"":3296,""qty"":40},{""px"":3295,""qty"":60},{""px"":3294,""qty"":80}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3317,""qty"":100}]",0,0,,,,,False
41,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.460570+00:00,1775357601460570000,173311788250791,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,280,200,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":160},{""px"":3304,""qty"":80},{""px"":3296,""qty"":40},{""px"":3295,""qty"":60}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3317,""qty"":100}]",0,0,,,,,False
42,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.460719+00:00,1775357601460719000,173311788399916,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,280,180,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":160},{""px"":3304,""qty"":80},{""px"":3296,""qty"":40},{""px"":3295,""qty"":60}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3314,""qty"":80},{""px"":3317,""qty"":100}]",0,0,,,,,False
43,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.460845+00:00,1775357601460845000,173311788526083,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,280,180,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":160},{""px"":3304,""qty"":80},{""px"":3303,""qty"":100},{""px"":3296,""qty"":40}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3314,""qty"":80},{""px"":3317,""qty"":100}]",0,0,,,,,False
44,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.460992+00:00,1775357601460992000,173311788673375,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,280,180,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":160},{""px"":3304,""qty"":80},{""px"":3303,""qty"":100},{""px"":3296,""qty"":40}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3314,""qty"":80},{""px"":3315,""qty"":100},{""px"":3317,""qty"":100}]",0,0,,,,,False
45,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.461199+00:00,1775357601461199000,173311788880791,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,180,180,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":60},{""px"":3304,""qty"":80},{""px"":3303,""qty"":100},{""px"":3296,""qty"":40}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3314,""qty"":80},{""px"":3315,""qty"":100},{""px"":3317,""qty"":100}]",0,0,,,,,False
46,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.461321+00:00,1775357601461321000,173311789002083,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,180,180,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":60},{""px"":3304,""qty"":80},{""px"":3303,""qty"":100},{""px"":3296,""qty"":40}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3314,""qty"":80},{""px"":3315,""qty"":100}]",0,0,,,,,False
47,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.461434+00:00,1775357601461434000,173311789115208,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,180,180,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":60},{""px"":3304,""qty"":80},{""px"":3303,""qty"":100},{""px"":3295,""qty"":60}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3314,""qty"":80},{""px"":3315,""qty"":100}]",0,0,,,,,False
48,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.461543+00:00,1775357601461543000,173311789224291,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,180,180,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":60},{""px"":3304,""qty"":80},{""px"":3303,""qty"":100},{""px"":3294,""qty"":80}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3314,""qty"":80},{""px"":3315,""qty"":100}]",0,0,,,,,False
49,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.461651+00:00,1775357601461651000,173311789331958,,,,ETF,3306,40,3312,40,3309.0,6.0,3309.0,0.0,180,180,"[{""px"":3306,""qty"":40},{""px"":3305,""qty"":60},{""px"":3304,""qty"":80},{""px"":3303,""qty"":100},{""px"":3293,""qty"":100}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3314,""qty"":80},{""px"":3315,""qty"":100}]",0,0,,,,,False
98,book_update,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T02:53:21.713106+00:00,1775357601713106000,173312040785416,,,,ETF,3310,40,3312,40,3311.0,2.0,3311.0,0.0,140,180,"[{""px"":3310,""qty"":40},{""px"":3306,""qty"":40},{""px"":3305,""qty"":60},{""px"":3304,""qty"":80},{""px"":3303,""qty"":100}]","[{""px"":3312,""qty"":40},{""px"":3313,""qty"":60},{""px"":3314,""qty"":80},{""px"":3315,""qty"":100}]",0,0,,,,,False
