plot_symbol,earnings_asset,news_id,timestamp_iso,exchange_tick,old_eps,new_eps,model_fair_value_jump,market_mid_before_news,spread_before_news,market_mid_after_100ms,spread_after_100ms,market_mid_after_250ms,spread_after_250ms,market_mid_after_500ms,spread_after_500ms,market_mid_after_1s,spread_after_1s,market_mid_after_2s,spread_after_2s,market_mid_after_5s,spread_after_5s,max_excursion_from_pre_news_mid,final_settling_move_5s
A,A,market_research_2026-04-04_22-09-26_live_round-news-1,2026-04-05T03:09:45.490191+00:00,600,,1.127464044604867,,954.0,6.0,953.0,4.0,952.0,6.0,949.5,5.0,959.0,4.0,971.0,4.0,1014.0,2.0,60.0,60.0
A,A,market_research_2026-04-04_22-09-26_live_round-news-3,2026-04-05T03:10:15.733275+00:00,750,1.127464044604867,0.9972081933533492,-1.3025585125151782,1130.0,6.0,1131.0,4.0,1129.0,2.0,1126.0,6.0,1125.0,6.0,1111.0,6.0,1074.5,5.0,-55.5,-55.5
A,A,market_research_2026-04-04_22-09-26_live_round-news-4,2026-04-05T03:11:26.490938+00:00,1050,0.9972081933533492,1.0236621058783983,0.26453912525049184,996.0,6.0,996.0,6.0,996.0,6.0,996.0,6.0,997.5,3.0,997.5,5.0,1009.0,4.0,13.0,13.0
A,A,market_research_2026-04-04_22-09-26_live_round-news-6,2026-04-05T03:12:17.899076+00:00,1200,1.0236621058783983,0.8768362293012025,-1.4682587657719584,1031.0,6.0,1029.0,2.0,1028.5,3.0,1028.5,3.0,1031.0,6.0,1025.0,4.0,1026.5,3.0,-6.0,-4.5
A,A,market_research_2026-04-04_22-09-26_live_round-news-9,2026-04-05T03:14:48.424939+00:00,1500,0.8768362293012025,0.8324129727310562,-0.44423256570146386,1188.0,6.0,1189.0,4.0,1189.0,4.0,1189.0,4.0,1191.5,3.0,1196.5,3.0,1199.0,4.0,11.0,11.0
A,A,market_research_2026-04-04_22-09-26_live_round-news-11,2026-04-05T03:16:38.193538+00:00,1650,0.8324129727310562,0.8838431684903902,0.5143019575933412,835.0,6.0,835.5,5.0,835.5,5.0,835.5,5.0,837.0,4.0,836.5,3.0,835.0,4.0,2.0,0.0
A,A,market_research_2026-04-04_22-09-26_live_round-news-12,2026-04-05T03:20:57.245824+00:00,1950,0.8838431684903902,1.3925929733903109,5.087498048999205,885.5,5.0,887.0,2.0,887.0,2.0,887.0,2.0,890.0,4.0,891.5,5.0,892.0,6.0,6.5,6.5
C,C,market_research_2026-04-04_22-09-26_live_round-news-2,2026-04-05T03:09:45.493323+00:00,600,,1.946755997208881,,1034.0,6.0,1025.5,27.0,1028.0,24.0,1019.5,5.0,1020.5,1.0,1024.0,6.0,1023.0,6.0,-14.5,-11.0
C,C,market_research_2026-04-04_22-09-26_live_round-news-5,2026-04-05T03:11:26.502682+00:00,1050,1.946755997208881,1.888616307232898,,1025.0,6.0,1010.5,-19.0,1012.0,38.0,992.5,5.0,993.0,6.0,992.5,3.0,993.0,4.0,-32.5,-32.0
C,C,market_research_2026-04-04_22-09-26_live_round-news-10,2026-04-05T03:14:48.446440+00:00,1500,1.888616307232898,1.861457247224262,,990.0,6.0,990.0,6.0,984.0,-6.0,990.0,12.0,975.5,5.0,977.5,3.0,977.0,2.0,-14.5,-13.0
C,C,market_research_2026-04-04_22-09-26_live_round-news-13,2026-04-05T03:20:57.279031+00:00,1950,1.861457247224262,1.8629055547812696,,977.0,6.0,975.5,3.0,975.0,4.0,975.0,4.0,976.0,6.0,974.5,3.0,979.0,6.0,-2.5,2.0
ETF,A,market_research_2026-04-04_22-09-26_live_round-news-1,2026-04-05T03:09:45.490191+00:00,600,,1.127464044604867,,3011.0,6.0,2997.5,-19.0,3000.0,34.0,2987.5,3.0,2998.0,-2.0,3011.0,2.0,3053.0,0.0,42.0,42.0
ETF,C,market_research_2026-04-04_22-09-26_live_round-news-2,2026-04-05T03:09:45.493323+00:00,600,,1.946755997208881,,3011.0,6.0,3010.0,8.0,3000.0,34.0,2987.5,3.0,2998.0,-2.0,3011.0,2.0,3053.0,0.0,42.0,42.0
ETF,A,market_research_2026-04-04_22-09-26_live_round-news-3,2026-04-05T03:10:15.733275+00:00,750,1.127464044604867,0.9972081933533492,-1.3025585125151782,3137.5,5.0,3143.5,-1.0,3151.0,4.0,3146.5,1.0,3145.0,4.0,3145.0,6.0,3111.5,5.0,-26.0,-26.0
ETF,A,market_research_2026-04-04_22-09-26_live_round-news-4,2026-04-05T03:11:26.490938+00:00,1050,0.9972081933533492,1.0236621058783983,0.26453912525049184,3047.0,2.0,3040.0,-10.0,3032.5,9.0,3027.0,0.0,3023.0,4.0,3029.5,7.0,3022.0,2.0,-25.0,-25.0
ETF,C,market_research_2026-04-04_22-09-26_live_round-news-5,2026-04-05T03:11:26.502682+00:00,1050,1.946755997208881,1.888616307232898,,3047.0,2.0,3040.0,-10.0,3032.5,9.0,3031.5,11.0,3023.0,4.0,3025.0,-2.0,3022.0,2.0,-25.0,-25.0
ETF,A,market_research_2026-04-04_22-09-26_live_round-news-6,2026-04-05T03:12:17.899076+00:00,1200,1.0236621058783983,0.8768362293012025,-1.4682587657719584,3051.0,8.0,3049.0,4.0,3049.0,4.0,3051.0,2.0,3048.5,-1.0,3035.5,-3.0,3020.5,-5.0,-30.5,-30.5
ETF,A,market_research_2026-04-04_22-09-26_live_round-news-9,2026-04-05T03:14:48.424939+00:00,1500,0.8768362293012025,0.8324129727310562,-0.44423256570146386,3143.0,6.0,3142.5,7.0,3142.0,8.0,3142.0,8.0,3143.0,12.0,3126.0,6.0,3101.5,1.0,-41.5,-41.5
ETF,C,market_research_2026-04-04_22-09-26_live_round-news-10,2026-04-05T03:14:48.446440+00:00,1500,1.888616307232898,1.861457247224262,,3143.0,6.0,3136.0,-6.0,3136.0,-4.0,3136.5,-3.0,3143.0,12.0,3126.0,6.0,3101.5,1.0,-41.5,-41.5
ETF,A,market_research_2026-04-04_22-09-26_live_round-news-11,2026-04-05T03:16:38.193538+00:00,1650,0.8324129727310562,0.8838431684903902,0.5143019575933412,2798.0,6.0,2798.0,6.0,2793.5,-3.0,2794.5,1.0,2793.5,3.0,2792.0,2.0,2798.5,3.0,-6.0,0.5
