news_id,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,kind,symbol,structured_subtype,earnings_asset,earnings_value,affected_symbols_json,raw_content,normalized_content,parsed_sentiment,parsed_signal_strength,previous_known_eps_for_asset,new_known_eps_for_asset,inferred_fair_price_before,inferred_fair_price_after,note
market_research_2026-04-04_22-09-26_live_round-news-1,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:45.490191+00:00,1775358585490191000,174295819793125,600,,,structured,A,earnings,A,1.127464044604867,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.127464044604867}",,,,1.127464044604867,,11.27464044604867,Structured earnings for A.
market_research_2026-04-04_22-09-26_live_round-news-2,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:45.493323+00:00,1775358585493323000,174295822925333,600,,,structured,C,earnings,C,1.946755997208881,"[""C"",""ETF""]",,"{""asset"":""C"",""structured_subtype"":""earnings"",""value"":1.946755997208881}",,,,1.946755997208881,,,Structured earnings for C.
market_research_2026-04-04_22-09-26_live_round-news-3,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:10:15.733275+00:00,1775358615733275000,174326062937416,750,,,structured,A,earnings,A,0.9972081933533492,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":0.9972081933533492}",,,1.127464044604867,0.9972081933533492,11.27464044604867,9.972081933533492,Structured earnings for A.
market_research_2026-04-04_22-09-26_live_round-news-4,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:11:26.490938+00:00,1775358686490938000,174396820738125,1050,,,structured,A,earnings,A,1.0236621058783983,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.0236621058783983}",,,0.9972081933533492,1.0236621058783983,9.972081933533492,10.236621058783983,Structured earnings for A.
market_research_2026-04-04_22-09-26_live_round-news-5,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:11:26.502682+00:00,1775358686502682000,174396832479916,1050,,,structured,C,earnings,C,1.888616307232898,"[""C"",""ETF""]",,"{""asset"":""C"",""structured_subtype"":""earnings"",""value"":1.888616307232898}",,,1.946755997208881,1.888616307232898,,,Structured earnings for C.
market_research_2026-04-04_22-09-26_live_round-news-6,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:12:17.899076+00:00,1775358737899076000,174448228976375,1200,,,structured,A,earnings,A,0.8768362293012025,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":0.8768362293012025}",,,1.0236621058783983,0.8768362293012025,10.236621058783983,8.768362293012025,Structured earnings for A.
market_research_2026-04-04_22-09-26_live_round-news-7,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:12:50.654058+00:00,1775358770654058000,174480984022791,1280,,,unstructured,A,,,,"[""A""]",A takes a leading position in a growing niche market.,"{""content"":""A takes a leading position in a growing niche market."",""type"":""News""}",,,,,,,Unstructured news tagged to A. Unstructured news mentions A.
market_research_2026-04-04_22-09-26_live_round-news-8,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:13:57.686161+00:00,1775358837686161000,174548016255833,1416,,,unstructured,A,,,,"[""A""]",High-profile investor acquires significant stake in A.,"{""content"":""High-profile investor acquires significant stake in A."",""type"":""News""}",,,,,,,Unstructured news tagged to A. Unstructured news mentions A.
market_research_2026-04-04_22-09-26_live_round-news-9,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:14:48.424939+00:00,1775358888424939000,174598755133208,1500,,,structured,A,earnings,A,0.8324129727310562,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":0.8324129727310562}",,,0.8768362293012025,0.8324129727310562,8.768362293012025,8.324129727310561,Structured earnings for A.
market_research_2026-04-04_22-09-26_live_round-news-10,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:14:48.446440+00:00,1775358888446440000,174598776633875,1500,,,structured,C,earnings,C,1.861457247224262,"[""C"",""ETF""]",,"{""asset"":""C"",""structured_subtype"":""earnings"",""value"":1.861457247224262}",,,1.888616307232898,1.861457247224262,,,Structured earnings for C.
