event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
2858,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:35.719337+00:00,1775358575719337000,174286048920875,550,,,C,1017,40,1017.0,0.0,,
4448,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:40.462194+00:00,1775358580462194000,174290791787000,550,,,C,1037,40,1038.5,-3.0,,
4449,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:40.462281+00:00,1775358580462281000,174290791873791,550,,,C,1038,60,1038.5,-3.0,,
4450,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:40.462356+00:00,1775358580462356000,174290791949375,550,,,C,1039,80,1038.5,-3.0,,
4451,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:40.462429+00:00,1775358580462429000,174290792022125,550,,,C,1040,20,1038.5,-3.0,,
5767,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:44.484375+00:00,1775358584484375000,174294813976000,550,,,C,1032,40,1030.5,-3.0,,
5768,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:44.484483+00:00,1775358584484483000,174294814083541,550,,,C,1031,60,1030.5,-3.0,,
5769,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:44.484562+00:00,1775358584484562000,174294814163416,550,,,C,1030,80,1030.5,-3.0,,
5770,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:44.484663+00:00,1775358584484663000,174294814263625,550,,,C,1029,20,1030.5,-3.0,,
5843,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:44.686154+00:00,1775358584686154000,174295015755625,550,,,C,1031,40,1030.0,-2.0,,
5844,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:44.686293+00:00,1775358584686293000,174295015894166,550,,,C,1030,60,1030.0,-2.0,,
5845,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:44.686420+00:00,1775358584686420000,174295016020958,550,,,C,1029,80,1030.0,-2.0,,
5846,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:44.686508+00:00,1775358584686508000,174295016109166,550,,,C,1029,20,1030.0,-2.0,,
6109,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:45.572075+00:00,1775358585572075000,174295901678041,600,,,C,1031,40,1024.5,-13.0,0.078752708,1.946755997208881
6119,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:45.578283+00:00,1775358585578283000,174295907886250,600,,,C,1030,60,1024.5,-11.0,0.084960917,1.946755997208881
6125,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:45.581881+00:00,1775358585581881000,174295911483666,600,,,C,1029,80,1024.5,-9.0,0.088558333,1.946755997208881
6131,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:45.585581+00:00,1775358585585581000,174295915183791,600,,,C,1028,100,1024.5,-7.0,0.092258458,1.946755997208881
7026,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:48.310586+00:00,1775358588310586000,174298640194083,600,,,C,1029,100,1029.5,-1.0,2.81726875,1.946755997208881
7027,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:48.310757+00:00,1775358588310757000,174298640365166,600,,,C,1029,40,1029.5,-1.0,2.817439833,1.946755997208881
