event_index,event_type,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,best_bid_px,best_bid_qty,best_ask_px,best_ask_qty,mid_px,spread,microprice,top_of_book_imbalance,total_bid_depth_top_k,total_ask_depth_top_k,bid_levels_json,ask_levels_json,current_position_symbol,current_cash,last_trade_px_for_symbol,last_trade_qty_for_symbol,most_recent_news_id_affecting_symbol,seconds_since_last_news_for_symbol,inside_post_news_reaction_window
1,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.023097+00:00,1775358567023097000,174277352662833,,,,A,951,40,957,140,954.0,6.0,952.3333333333334,-0.5555555555555556,180,280,"[{""px"":951,""qty"":40},{""px"":950,""qty"":60},{""px"":949,""qty"":80},{""px"":948,""qty"":100},{""px"":945,""qty"":100}]","[{""px"":957,""qty"":140},{""px"":958,""qty"":60},{""px"":959,""qty"":80},{""px"":960,""qty"":100}]",0,0,,,,,False
21,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.084137+00:00,1775358567084137000,174277413704291,,,,A,951,40,957,140,954.0,6.0,952.3333333333334,-0.5555555555555556,220,280,"[{""px"":951,""qty"":40},{""px"":950,""qty"":100},{""px"":949,""qty"":80},{""px"":948,""qty"":100},{""px"":945,""qty"":100}]","[{""px"":957,""qty"":140},{""px"":958,""qty"":60},{""px"":959,""qty"":80},{""px"":960,""qty"":100}]",0,0,,,,,False
23,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.084467+00:00,1775358567084467000,174277414034208,,,,A,951,40,956,40,953.5,5.0,953.5,0.0,220,240,"[{""px"":951,""qty"":40},{""px"":950,""qty"":100},{""px"":949,""qty"":80},{""px"":948,""qty"":100},{""px"":945,""qty"":100}]","[{""px"":956,""qty"":40},{""px"":957,""qty"":140},{""px"":958,""qty"":60},{""px"":959,""qty"":80},{""px"":960,""qty"":100}]",0,0,,,,,False
24,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.084597+00:00,1775358567084597000,174277414163833,,,,A,951,40,956,40,953.5,5.0,953.5,0.0,280,240,"[{""px"":951,""qty"":40},{""px"":950,""qty"":100},{""px"":949,""qty"":140},{""px"":948,""qty"":100},{""px"":945,""qty"":100}]","[{""px"":956,""qty"":40},{""px"":957,""qty"":140},{""px"":958,""qty"":60},{""px"":959,""qty"":80},{""px"":960,""qty"":100}]",0,0,,,,,False
30,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.085402+00:00,1775358567085402000,174277414969333,,,,A,951,40,956,40,953.5,5.0,953.5,0.0,280,300,"[{""px"":951,""qty"":40},{""px"":950,""qty"":100},{""px"":949,""qty"":140},{""px"":948,""qty"":100},{""px"":945,""qty"":100}]","[{""px"":956,""qty"":40},{""px"":957,""qty"":200},{""px"":958,""qty"":60},{""px"":959,""qty"":80},{""px"":960,""qty"":100}]",0,0,,,,,False
32,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.085675+00:00,1775358567085675000,174277415241541,,,,A,951,40,956,40,953.5,5.0,953.5,0.0,280,300,"[{""px"":951,""qty"":40},{""px"":950,""qty"":100},{""px"":949,""qty"":140},{""px"":948,""qty"":180},{""px"":945,""qty"":100}]","[{""px"":956,""qty"":40},{""px"":957,""qty"":200},{""px"":958,""qty"":60},{""px"":959,""qty"":80},{""px"":960,""qty"":100}]",0,0,,,,,False
35,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.086066+00:00,1775358567086066000,174277415632958,,,,A,951,40,956,40,953.5,5.0,953.5,0.0,280,380,"[{""px"":951,""qty"":40},{""px"":950,""qty"":100},{""px"":949,""qty"":140},{""px"":948,""qty"":180},{""px"":945,""qty"":100}]","[{""px"":956,""qty"":40},{""px"":957,""qty"":200},{""px"":958,""qty"":140},{""px"":959,""qty"":80},{""px"":960,""qty"":100}]",0,0,,,,,False
37,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.086312+00:00,1775358567086312000,174277415878958,,,,A,951,40,956,40,953.5,5.0,953.5,0.0,280,380,"[{""px"":951,""qty"":40},{""px"":950,""qty"":100},{""px"":949,""qty"":140},{""px"":948,""qty"":180},{""px"":947,""qty"":100}]","[{""px"":956,""qty"":40},{""px"":957,""qty"":200},{""px"":958,""qty"":140},{""px"":959,""qty"":80},{""px"":960,""qty"":100}]",0,0,,,,,False
38,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.086450+00:00,1775358567086450000,174277416016916,,,,A,951,40,956,40,953.5,5.0,953.5,0.0,280,380,"[{""px"":951,""qty"":40},{""px"":950,""qty"":100},{""px"":949,""qty"":140},{""px"":948,""qty"":180},{""px"":947,""qty"":100}]","[{""px"":956,""qty"":40},{""px"":957,""qty"":200},{""px"":958,""qty"":140},{""px"":959,""qty"":180},{""px"":960,""qty"":100}]",0,0,,,,,False
39,book_update,market_research_2026-04-04_22-09-26_live_round,3bd4c34433f6425a9a51794da6b91ced,2026-04-05T03:09:27.086574+00:00,1775358567086574000,174277416141291,,,,A,951,40,956,40,953.5,5.0,953.5,0.0,280,380,"[{""px"":951,""qty"":40},{""px"":950,""qty"":100},{""px"":949,""qty"":140},{""px"":948,""qty"":180},{""px"":947,""qty"":100}]","[{""px"":956,""qty"":40},{""px"":957,""qty"":200},{""px"":958,""qty"":140},{""px"":959,""qty"":180},{""px"":960,""qty"":100}]",0,0,,,,,False
