plot_symbol,earnings_asset,news_id,timestamp_iso,exchange_tick,old_eps,new_eps,model_fair_value_jump,market_mid_before_news,spread_before_news,market_mid_after_100ms,spread_after_100ms,market_mid_after_250ms,spread_after_250ms,market_mid_after_500ms,spread_after_500ms,market_mid_after_1s,spread_after_1s,market_mid_after_2s,spread_after_2s,market_mid_after_5s,spread_after_5s,max_excursion_from_pre_news_mid,final_settling_move_5s
A,A,market_research_2026-04-05_01-41-23_live_round-news-1,2026-04-05T06:41:53.075513+00:00,150,,0.9466572219743568,,1114.0,12.0,1113.0,10.0,1112.0,12.0,1106.5,5.0,1098.0,12.0,1083.0,10.0,1065.0,10.0,-49.0,-49.0
A,A,market_research_2026-04-05_01-41-23_live_round-news-3,2026-04-05T06:43:17.804933+00:00,300,0.9466572219743568,1.007166910068087,0.6050968809372996,1043.0,12.0,1042.5,11.0,1042.0,12.0,1042.0,12.0,1046.5,3.0,1059.5,7.0,1089.0,2.0,46.0,46.0
A,A,market_research_2026-04-05_01-41-23_live_round-news-4,2026-04-05T06:49:40.298537+00:00,600,1.007166910068087,1.0487034245478166,0.4153651447973008,1121.0,12.0,1121.5,11.0,1121.5,11.0,1121.5,11.0,1121.5,11.0,1122.0,12.0,1118.0,12.0,-3.0,-3.0
A,A,market_research_2026-04-05_01-41-23_live_round-news-7,2026-04-05T06:54:03.108035+00:00,750,1.0487034245478166,0.7973004583180026,-2.5140296622981433,1185.0,12.0,1185.0,12.0,1185.0,12.0,1185.0,12.0,1185.0,12.0,1185.0,12.0,,,0.0,
C,C,market_research_2026-04-05_01-41-23_live_round-news-2,2026-04-05T06:41:53.081332+00:00,150,,2.023212423647953,,974.0,12.0,981.0,2.0,984.5,7.0,984.5,7.0,997.5,-5.0,989.0,8.0,988.0,12.0,23.5,14.0
C,C,market_research_2026-04-05_01-41-23_live_round-news-5,2026-04-05T06:49:40.327967+00:00,600,2.023212423647953,2.016327054570596,,1025.0,12.0,1022.0,6.0,1022.0,6.0,1019.5,11.0,1019.0,12.0,1019.0,12.0,1020.0,10.0,-6.0,-5.0
ETF,A,market_research_2026-04-05_01-41-23_live_round-news-1,2026-04-05T06:41:53.075513+00:00,150,,0.9466572219743568,,3080.0,12.0,3085.0,2.0,3085.0,2.0,3089.0,10.0,3084.5,7.0,3080.0,6.0,3057.5,7.0,-22.5,-22.5
ETF,C,market_research_2026-04-05_01-41-23_live_round-news-2,2026-04-05T06:41:53.081332+00:00,150,,2.023212423647953,,3080.0,12.0,3085.0,2.0,3085.0,2.0,3089.0,10.0,3084.5,7.0,3080.0,6.0,3057.5,7.0,-22.5,-22.5
ETF,A,market_research_2026-04-05_01-41-23_live_round-news-3,2026-04-05T06:43:17.804933+00:00,300,0.9466572219743568,1.007166910068087,0.6050968809372996,3010.0,12.0,3010.0,12.0,3010.0,12.0,3009.0,10.0,3010.0,8.0,3018.5,1.0,3052.0,2.0,42.0,42.0
ETF,A,market_research_2026-04-05_01-41-23_live_round-news-4,2026-04-05T06:49:40.298537+00:00,600,1.007166910068087,1.0487034245478166,0.4153651447973008,3121.0,12.0,3121.0,12.0,3121.0,12.0,3121.0,12.0,3121.0,12.0,3119.0,12.0,3111.0,12.0,-10.0,-10.0
ETF,C,market_research_2026-04-05_01-41-23_live_round-news-5,2026-04-05T06:49:40.327967+00:00,600,2.023212423647953,2.016327054570596,,3121.0,12.0,3121.0,12.0,3121.0,12.0,3121.0,12.0,3121.0,12.0,3119.0,12.0,3111.0,12.0,-10.0,-10.0
ETF,A,market_research_2026-04-05_01-41-23_live_round-news-7,2026-04-05T06:54:03.108035+00:00,750,1.0487034245478166,0.7973004583180026,-2.5140296622981433,3187.0,12.0,3187.0,12.0,3187.0,12.0,3187.0,12.0,3190.0,6.0,3193.0,12.0,3143.5,-11.0,-43.5,-43.5
