news_id,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,kind,symbol,structured_subtype,earnings_value,raw_content,normalized_content,parsed_sentiment,parsed_signal_strength,previous_known_eps_for_A,new_known_eps_for_A,inferred_fair_price_before,inferred_fair_price_after,note
A_research_2026-04-04_18-49-30_live_round-news-1,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:55.665461+00:00,1775346595665461000,164022302372166,150,,,structured,A,earnings,0.9026640408883873,,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":0.9026640408883873}",,,,0.9026640408883873,,9.026640408883873,Structured earnings for A.
A_research_2026-04-04_18-49-30_live_round-news-2,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:25.816021+00:00,1775346625816021000,164052453039583,300,,,structured,A,earnings,1.033611102345746,,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.033611102345746}",,,0.9026640408883873,1.033611102345746,9.026640408883873,10.336111023457459,Structured earnings for A.
A_research_2026-04-04_18-49-30_live_round-news-3,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:51:26.137549+00:00,1775346686137549000,164112774780833,600,,,structured,A,earnings,0.8849116587175607,,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":0.8849116587175607}",,,1.033611102345746,0.8849116587175607,10.336111023457459,8.849116587175608,Structured earnings for A.
A_research_2026-04-04_18-49-30_live_round-news-4,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:51:56.338557+00:00,1775346716338557000,164142975895041,750,,,structured,A,earnings,1.051819430974404,,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.051819430974404}",,,0.8849116587175607,1.051819430974404,8.849116587175608,10.51819430974404,Structured earnings for A.
A_research_2026-04-04_18-49-30_live_round-news-5,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:52:56.675437+00:00,1775346776675437000,164203312988416,1050,,,structured,A,earnings,1.0947723388088193,,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.0947723388088193}",,,1.051819430974404,1.0947723388088193,10.51819430974404,10.947723388088193,Structured earnings for A.
A_research_2026-04-04_18-49-30_live_round-news-6,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:53:26.824844+00:00,1775346806824844000,164233462501875,1200,,,structured,A,earnings,1.0848599506732186,,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.0848599506732186}",,,1.0947723388088193,1.0848599506732186,10.947723388088193,10.848599506732185,Structured earnings for A.
A_research_2026-04-04_18-49-30_live_round-news-7,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:54:13.421549+00:00,1775346853421549000,164280059371416,1431,,,unstructured,A,,,A suffers from declining consumer brand perception.,"{""content"":""A suffers from declining consumer brand perception."",""type"":""News""}",,,1.0848599506732186,1.0848599506732186,10.848599506732185,10.848599506732185,Unstructured news tagged to A.
A_research_2026-04-04_18-49-30_live_round-news-8,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:54:27.190914+00:00,1775346867190914000,164293828785291,1500,,,structured,A,earnings,0.9625995060256206,,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":0.9625995060256206}",,,1.0848599506732186,0.9625995060256206,10.848599506732185,9.625995060256207,Structured earnings for A.
A_research_2026-04-04_18-49-30_live_round-news-9,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:54:57.354321+00:00,1775346897354321000,164323992298750,1650,,,structured,A,earnings,1.0096538086552662,,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.0096538086552662}",,,0.9625995060256206,1.0096538086552662,9.625995060256207,10.096538086552663,Structured earnings for A.
A_research_2026-04-04_18-49-30_live_round-news-10,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:55:39.184123+00:00,1775346939184123000,164365822247958,1858,,,unstructured,A,,,Efforts to execute an ambitious turnaround plan fall flat for A.,"{""content"":""Efforts to execute an ambitious turnaround plan fall flat for A."",""type"":""News""}",,,1.0096538086552662,1.0096538086552662,10.096538086552663,10.096538086552663,Unstructured news tagged to A.
