news_id,timestamp_iso,exchange_tick,old_eps,new_eps,model_fair_value_jump,market_mid_before_news,spread_before_news,market_mid_after_100ms,spread_after_100ms,market_mid_after_250ms,spread_after_250ms,market_mid_after_500ms,spread_after_500ms,market_mid_after_1s,spread_after_1s,market_mid_after_2s,spread_after_2s,market_mid_after_5s,spread_after_5s,max_excursion_from_pre_news_mid,final_settling_move_5s
A_research_2026-04-04_18-49-30_live_round-news-1,2026-04-04T23:49:55.665461+00:00,150,,0.9026640408883873,,1177.0,6.0,1180.5,5.0,1180.5,5.0,1180.0,6.0,1175.0,4.0,1162.0,6.0,1132.5,5.0,-44.5,-44.5
A_research_2026-04-04_18-49-30_live_round-news-2,2026-04-04T23:50:25.816021+00:00,300,0.9026640408883873,1.033611102345746,1.3094706145735895,1087.0,6.0,1087.5,5.0,1088.0,6.0,1084.0,4.0,1075.5,5.0,1069.5,5.0,1135.0,6.0,48.0,48.0
A_research_2026-04-04_18-49-30_live_round-news-3,2026-04-04T23:51:26.137549+00:00,600,1.033611102345746,0.8849116587175607,-1.4869944362818526,1219.0,6.0,1217.0,2.0,1216.0,4.0,1218.5,3.0,1230.5,3.0,1239.0,-2.0,1158.5,-5.0,-60.5,-60.5
A_research_2026-04-04_18-49-30_live_round-news-4,2026-04-04T23:51:56.338557+00:00,750,0.8849116587175607,1.051819430974404,1.6690777225684315,1066.0,6.0,1066.0,6.0,1066.0,6.0,1059.0,-2.0,1055.0,6.0,1048.0,6.0,1162.5,1.0,96.5,96.5
A_research_2026-04-04_18-49-30_live_round-news-5,2026-04-04T23:52:56.675437+00:00,1050,1.051819430974404,1.0947723388088193,0.429529078344153,1226.0,6.0,1225.5,5.0,1225.5,5.0,1226.0,6.0,1225.0,4.0,1231.5,3.0,1249.0,4.0,23.0,23.0
A_research_2026-04-04_18-49-30_live_round-news-6,2026-04-04T23:53:26.824844+00:00,1200,1.0947723388088193,1.0848599506732186,-0.09912388135600914,1275.0,6.0,1275.0,6.0,1275.0,6.0,1278.5,1.0,1283.0,6.0,1285.0,6.0,1278.5,5.0,10.0,3.5
A_research_2026-04-04_18-49-30_live_round-news-8,2026-04-04T23:54:27.190914+00:00,1500,1.0848599506732186,0.9625995060256206,-1.2226044464759749,1090.0,6.0,1089.5,5.0,1087.0,2.0,1084.0,2.0,1078.0,4.0,1068.0,6.0,1108.0,6.0,-22.0,18.0
A_research_2026-04-04_18-49-30_live_round-news-9,2026-04-04T23:54:57.354321+00:00,1650,0.9625995060256206,1.0096538086552662,0.47054302629645584,1141.0,6.0,1139.5,3.0,1138.5,5.0,1138.5,5.0,1140.5,5.0,1136.5,5.0,1163.0,4.0,22.0,22.0
A_research_2026-04-04_18-49-30_live_round-news-11,2026-04-04T23:55:57.635362+00:00,1950,1.0096538086552662,0.9939191508199556,-0.15734657835310806,1188.0,6.0,1187.5,5.0,1187.0,6.0,1184.5,5.0,1187.0,6.0,1185.5,1.0,1171.0,4.0,-17.0,-17.0
A_research_2026-04-04_18-49-30_live_round-news-12,2026-04-04T23:56:27.859041+00:00,2100,0.9939191508199556,0.9033977621187388,-0.9052138870121684,1174.5,5.0,1174.5,5.0,1174.0,4.0,1173.0,6.0,1168.0,6.0,1159.0,6.0,1122.0,6.0,-52.5,-52.5
