event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_A_news,latest_known_eps_for_A
376,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:35.945003+00:00,1775346575945003000,164002581845625,50,,,A,1184,38,1181.5,-5.0,,
377,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:35.945274+00:00,1775346575945274000,164002582116708,50,,,A,1183,56,1181.5,-5.0,,
378,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:35.945419+00:00,1775346575945419000,164002582261708,50,,,A,1182,74,1181.5,-5.0,,
379,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:35.945538+00:00,1775346575945538000,164002582380250,50,,,A,1181,17,1181.5,-5.0,,
481,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:37.319812+00:00,1775346577319812000,164003956658083,50,,,A,1179,38,1179.0,0.0,,
533,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:37.868881+00:00,1775346577868881000,164004505730500,50,,,A,1180,38,1179.5,-1.0,,
534,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:37.868978+00:00,1775346577868978000,164004505827083,50,,,A,1179,56,1179.5,-1.0,,
929,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:42.581484+00:00,1775346582581484000,164009218349500,50,,,A,1184,92,1182.5,-3.0,,
930,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:42.581598+00:00,1775346582581598000,164009218463666,50,,,A,1183,38,1182.5,-3.0,,
931,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:42.581674+00:00,1775346582581674000,164009218540041,50,,,A,1182,55,1182.5,-3.0,,
