event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
4990,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:10:55.351330+00:00,1775365855351330000,181565688866708,,,,C,892,52,889.5,-5.0,,
4991,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:10:55.351417+00:00,1775365855351417000,181565688954333,,,,C,891,74,889.5,-5.0,,
4992,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:10:55.351498+00:00,1775365855351498000,181565689035333,,,,C,890,96,889.5,-5.0,,
4993,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:10:55.351572+00:00,1775365855351572000,181565689109583,,,,C,889,118,889.5,-5.0,,
4994,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:10:55.351646+00:00,1775365855351646000,181565689182625,,,,C,888,140,889.5,-5.0,,
4995,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:10:55.351727+00:00,1775365855351727000,181565689264166,,,,C,887,23,889.5,-5.0,,
10365,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:02.836041+00:00,1775365862836041000,181573173591166,375,,,C,896,52,893.5,-5.0,,
10366,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:02.836126+00:00,1775365862836126000,181573173676291,375,,,C,895,74,893.5,-5.0,,
10367,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:02.836198+00:00,1775365862836198000,181573173749000,375,,,C,894,96,893.5,-5.0,,
10368,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:02.836279+00:00,1775365862836279000,181573173829458,375,,,C,893,118,893.5,-5.0,,
10369,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:02.836369+00:00,1775365862836369000,181573173919958,375,,,C,892,140,893.5,-5.0,,
10370,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:02.836445+00:00,1775365862836445000,181573173995708,375,,,C,891,23,893.5,-5.0,,
14286,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:09.863465+00:00,1775365869863465000,181580201028250,375,,,C,893,52,896.5,-7.0,,
14287,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:09.863558+00:00,1775365869863558000,181580201121000,375,,,C,894,74,896.5,-7.0,,
14288,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:09.863636+00:00,1775365869863636000,181580201199916,375,,,C,895,96,896.5,-7.0,,
14289,market_research_2026-04-05_00-10-48_live_round,5308b7fe59c84166831e81c63b50bde3,2026-04-05T05:11:09.863711+00:00,1775365869863711000,181580201274333,375,,,C,896,118,896.5,-7.0,,
