event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_A_news,latest_known_eps_for_A
39,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:16.883807+00:00,1775345656883807000,163083517403208,,,,A,1092,115,1089.5,-5.0,,
40,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:16.884019+00:00,1775345656884019000,163083517615333,,,,A,1091,170,1089.5,-5.0,,
41,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:16.884178+00:00,1775345656884178000,163083517775041,,,,A,1090,225,1089.5,-5.0,,
42,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:16.884326+00:00,1775345656884326000,163083517923208,,,,A,1089,280,1089.5,-5.0,,
43,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:16.884437+00:00,1775345656884437000,163083518033875,,,,A,1088,335,1089.5,-5.0,,
44,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:16.884550+00:00,1775345656884550000,163083518147125,,,,A,1087,83,1089.5,-5.0,,
301,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:18.289163+00:00,1775345658289163000,163084922764208,,,,A,1098,115,1097.0,-2.0,,
302,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:18.289287+00:00,1775345658289287000,163084922888458,,,,A,1097,170,1097.0,-2.0,,
303,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:18.289377+00:00,1775345658289377000,163084922978958,,,,A,1096,225,1097.0,-2.0,,
1429,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:24.522974+00:00,1775345664522974000,163091156597833,50,,,A,1107,115,1105.0,-4.0,,
1430,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:24.523091+00:00,1775345664523091000,163091156714250,50,,,A,1106,170,1105.0,-4.0,,
1431,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:24.523183+00:00,1775345664523183000,163091156807166,50,,,A,1105,225,1105.0,-4.0,,
1432,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:24.523275+00:00,1775345664523275000,163091156898625,50,,,A,1104,280,1105.0,-4.0,,
1433,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:24.523366+00:00,1775345664523366000,163091156989875,50,,,A,1103,335,1105.0,-4.0,,
2451,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:30.163275+00:00,1775345670163275000,163096796919166,100,,,A,1098,115,1096.5,-3.0,,
2452,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:30.163369+00:00,1775345670163369000,163096797012791,100,,,A,1097,170,1096.5,-3.0,,
2453,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:30.163467+00:00,1775345670163467000,163096797110250,100,,,A,1096,225,1096.5,-3.0,,
2454,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:30.163543+00:00,1775345670163543000,163096797186541,100,,,A,1095,280,1096.5,-3.0,,
2784,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:31.963452+00:00,1775345671963452000,163098597102416,100,,,A,1107,115,1106.0,-2.0,,
2785,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:31.963552+00:00,1775345671963552000,163098597201666,100,,,A,1106,170,1106.0,-2.0,,
2786,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:31.963636+00:00,1775345671963636000,163098597286291,100,,,A,1105,225,1106.0,-2.0,,
2935,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:32.782415+00:00,1775345672782415000,163099416067625,100,,,A,1105,115,1103.0,-4.0,,
2936,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:32.782504+00:00,1775345672782504000,163099416157333,100,,,A,1104,170,1103.0,-4.0,,
2937,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:32.782573+00:00,1775345672782573000,163099416225791,100,,,A,1103,225,1103.0,-4.0,,
2938,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:32.782639+00:00,1775345672782639000,163099416292541,100,,,A,1102,280,1103.0,-4.0,,
2939,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:32.782706+00:00,1775345672782706000,163099416358791,100,,,A,1101,335,1103.0,-4.0,,
3305,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:34.778167+00:00,1775345674778167000,163101411827250,100,,,A,1101,115,1100.0,-2.0,,
3306,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:34.778248+00:00,1775345674778248000,163101411907583,100,,,A,1100,170,1100.0,-2.0,,
3307,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:34.778314+00:00,1775345674778314000,163101411974250,100,,,A,1099,225,1100.0,-2.0,,
3600,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:36.392565+00:00,1775345676392565000,163103026231208,100,,,A,1102,115,1100.5,-3.0,,
3601,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:36.392646+00:00,1775345676392646000,163103026311625,100,,,A,1101,170,1100.5,-3.0,,
3602,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:36.392716+00:00,1775345676392716000,163103026381875,100,,,A,1100,225,1100.5,-3.0,,
3603,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:36.392784+00:00,1775345676392784000,163103026450208,100,,,A,1099,280,1100.5,-3.0,,
3752,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:37.192001+00:00,1775345677192001000,163103825669958,100,,,A,1102,115,1100.5,-3.0,,
3753,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:37.192078+00:00,1775345677192078000,163103825746791,100,,,A,1101,170,1100.5,-3.0,,
3754,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:37.192150+00:00,1775345677192150000,163103825818500,100,,,A,1100,225,1100.5,-3.0,,
3755,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:37.192217+00:00,1775345677192217000,163103825885708,100,,,A,1099,280,1100.5,-3.0,,
3940,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:38.246277+00:00,1775345678246277000,163104879949458,100,,,A,1104,115,1101.5,-5.0,,
3941,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:38.246356+00:00,1775345678246356000,163104880028791,100,,,A,1103,170,1101.5,-5.0,,
3942,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:38.246425+00:00,1775345678246425000,163104880097708,100,,,A,1102,225,1101.5,-5.0,,
3943,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:38.246493+00:00,1775345678246493000,163104880165708,100,,,A,1101,280,1101.5,-5.0,,
3944,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:38.246560+00:00,1775345678246560000,163104880232625,100,,,A,1099,390,1101.5,-5.0,,
3945,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:38.246627+00:00,1775345678246627000,163104880298916,100,,,A,1100,28,1101.5,-5.0,,
4530,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.420688+00:00,1775345681420688000,163108054371583,150,,,A,1067,115,1070.0,-6.0,2.015591542,0.9466572219743568
4531,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.420810+00:00,1775345681420810000,163108054493250,150,,,A,1068,170,1070.0,-6.0,2.015713209,0.9466572219743568
4532,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.420910+00:00,1775345681420910000,163108054593250,150,,,A,1069,225,1070.0,-6.0,2.015813209,0.9466572219743568
4533,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.420984+00:00,1775345681420984000,163108054667916,150,,,A,1070,280,1070.0,-6.0,2.015887875,0.9466572219743568
4534,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.421060+00:00,1775345681421060000,163108054744041,150,,,A,1071,335,1070.0,-6.0,2.015964,0.9466572219743568
4535,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.421144+00:00,1775345681421144000,163108054826958,150,,,A,1072,83,1070.0,-6.0,2.016046917,0.9466572219743568
4575,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.616736+00:00,1775345681616736000,163108250420291,150,,,A,1069,115,1071.5,-5.0,2.21164025,0.9466572219743568
4576,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.616821+00:00,1775345681616821000,163108250505416,150,,,A,1070,170,1071.5,-5.0,2.211725375,0.9466572219743568
4577,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.616898+00:00,1775345681616898000,163108250582000,150,,,A,1071,225,1071.5,-5.0,2.211801959,0.9466572219743568
4578,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.616971+00:00,1775345681616971000,163108250655125,150,,,A,1072,280,1071.5,-5.0,2.211875084,0.9466572219743568
4579,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.617042+00:00,1775345681617042000,163108250725875,150,,,A,1073,335,1071.5,-5.0,2.211945834,0.9466572219743568
4580,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:41.617111+00:00,1775345681617111000,163108250795083,150,,,A,1074,83,1071.5,-5.0,2.212015042,0.9466572219743568
5779,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:48.252011+00:00,1775345688252011000,163114885718666,175,,,A,1055,115,1055.0,0.0,8.846938625,0.9466572219743568
6254,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:50.864581+00:00,1775345690864581000,163117498297375,175,,,A,1061,115,1061.5,-1.0,11.459517334,0.9466572219743568
6255,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:50.864666+00:00,1775345690864666000,163117498382750,175,,,A,1062,170,1061.5,-1.0,11.459602709,0.9466572219743568
7888,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:59.927399+00:00,1775345699927399000,163126561147333,175,,,A,1049,115,1051.5,-5.0,20.522367292,0.9466572219743568
7889,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:59.927484+00:00,1775345699927484000,163126561232791,175,,,A,1050,170,1051.5,-5.0,20.52245275,0.9466572219743568
7890,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:59.927560+00:00,1775345699927560000,163126561308541,175,,,A,1051,225,1051.5,-5.0,20.5225285,0.9466572219743568
7891,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:59.927633+00:00,1775345699927633000,163126561381541,175,,,A,1052,280,1051.5,-5.0,20.5226015,0.9466572219743568
7892,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:59.927705+00:00,1775345699927705000,163126561453666,175,,,A,1054,390,1051.5,-5.0,20.522673625,0.9466572219743568
7893,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:34:59.927779+00:00,1775345699927779000,163126561528000,175,,,A,1053,28,1051.5,-5.0,20.522747959,0.9466572219743568
