event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
1544,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:52.445841+00:00,1775370112445841000,185822790378500,3300,,,C,1048,40,1046.0,-4.0,2.774204084,2.224278910754846
1545,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:52.445989+00:00,1775370112445989000,185822790526458,3300,,,C,1047,60,1046.0,-4.0,2.774352042,2.224278910754846
1546,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:52.446106+00:00,1775370112446106000,185822790644583,3300,,,C,1047,100,1046.0,-4.0,2.774470167,2.224278910754846
1693,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:52.850660+00:00,1775370112850660000,185823195198666,3300,,,C,1050,40,1052.5,-5.0,3.17902425,2.224278910754846
1694,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:52.850741+00:00,1775370112850741000,185823195280125,3300,,,C,1051,60,1052.5,-5.0,3.179105709,2.224278910754846
1695,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:52.850817+00:00,1775370112850817000,185823195355958,3300,,,C,1052,80,1052.5,-5.0,3.179181542,2.224278910754846
1696,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:52.850888+00:00,1775370112850888000,185823195426958,3300,,,C,1053,20,1052.5,-5.0,3.179252542,2.224278910754846
2697,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:55.863880+00:00,1775370115863880000,185826208424333,3325,,,C,1048,40,1049.5,-3.0,6.192249917,2.224278910754846
2698,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:55.864038+00:00,1775370115864038000,185826208582125,3325,,,C,1049,60,1049.5,-3.0,6.192407709,2.224278910754846
2699,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:55.864162+00:00,1775370115864162000,185826208706458,3325,,,C,1050,80,1049.5,-3.0,6.192532042,2.224278910754846
2700,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:55.864283+00:00,1775370115864283000,185826208827041,3325,,,C,1051,20,1049.5,-3.0,6.192652625,2.224278910754846
2973,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:56.668974+00:00,1775370116668974000,185827013519666,3325,,,C,1051,40,1052.5,-3.0,6.99734525,2.224278910754846
