event_index,event_type,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,best_bid_px,best_bid_qty,best_ask_px,best_ask_qty,mid_px,spread,microprice,top_of_book_imbalance,total_bid_depth_top_k,total_ask_depth_top_k,bid_levels_json,ask_levels_json,current_position_symbol,current_cash,last_trade_px_for_symbol,last_trade_qty_for_symbol,most_recent_news_id_affecting_symbol,seconds_since_last_news_for_symbol,inside_post_news_reaction_window
1,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.745050+00:00,1775370107745050000,185818089577375,,,,ETF,3177,40,,,,,,,40,0,"[{""px"":3177,""qty"":40}]",[],0,0,,,,,False
2,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.745302+00:00,1775370107745302000,185818089830875,,,,ETF,3177,40,3183,40,3180.0,6.0,3180.0,0.0,40,40,"[{""px"":3177,""qty"":40}]","[{""px"":3183,""qty"":40}]",0,0,,,,,False
3,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.745477+00:00,1775370107745477000,185818090006541,,,,ETF,3177,40,3183,40,3180.0,6.0,3180.0,0.0,100,40,"[{""px"":3177,""qty"":40},{""px"":3176,""qty"":60}]","[{""px"":3183,""qty"":40}]",0,0,,,,,False
4,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.745615+00:00,1775370107745615000,185818090144333,,,,ETF,3177,40,3183,40,3180.0,6.0,3180.0,0.0,100,100,"[{""px"":3177,""qty"":40},{""px"":3176,""qty"":60}]","[{""px"":3183,""qty"":40},{""px"":3184,""qty"":60}]",0,0,,,,,False
5,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.745746+00:00,1775370107745746000,185818090275458,,,,ETF,3177,40,3183,40,3180.0,6.0,3180.0,0.0,180,100,"[{""px"":3177,""qty"":40},{""px"":3176,""qty"":60},{""px"":3175,""qty"":80}]","[{""px"":3183,""qty"":40},{""px"":3184,""qty"":60}]",0,0,,,,,False
6,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.745902+00:00,1775370107745902000,185818090431083,,,,ETF,3177,40,3183,40,3180.0,6.0,3180.0,0.0,180,180,"[{""px"":3177,""qty"":40},{""px"":3176,""qty"":60},{""px"":3175,""qty"":80}]","[{""px"":3183,""qty"":40},{""px"":3184,""qty"":60},{""px"":3185,""qty"":80}]",0,0,,,,,False
7,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.746025+00:00,1775370107746025000,185818090554041,,,,ETF,3177,40,3183,40,3180.0,6.0,3180.0,0.0,180,180,"[{""px"":3177,""qty"":40},{""px"":3176,""qty"":60},{""px"":3175,""qty"":80},{""px"":3174,""qty"":100}]","[{""px"":3183,""qty"":40},{""px"":3184,""qty"":60},{""px"":3185,""qty"":80}]",0,0,,,,,False
8,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.746135+00:00,1775370107746135000,185818090664375,,,,ETF,3177,40,3183,40,3180.0,6.0,3180.0,0.0,180,180,"[{""px"":3177,""qty"":40},{""px"":3176,""qty"":60},{""px"":3175,""qty"":80},{""px"":3174,""qty"":100}]","[{""px"":3183,""qty"":40},{""px"":3184,""qty"":60},{""px"":3185,""qty"":80},{""px"":3186,""qty"":100}]",0,0,,,,,False
9,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.746243+00:00,1775370107746243000,185818090772333,,,,ETF,3177,40,3183,40,3180.0,6.0,3180.0,0.0,220,180,"[{""px"":3177,""qty"":40},{""px"":3175,""qty"":80},{""px"":3174,""qty"":100}]","[{""px"":3183,""qty"":40},{""px"":3184,""qty"":60},{""px"":3185,""qty"":80},{""px"":3186,""qty"":100}]",0,0,,,,,False
10,book_update,market_research_2026-04-05_01-21-47_live_round,6178b5745ad04acdbd3a2e3be0cdc533,2026-04-05T06:21:47.746351+00:00,1775370107746351000,185818090880041,,,,ETF,3177,40,3183,40,3180.0,6.0,3180.0,0.0,220,180,"[{""px"":3177,""qty"":40},{""px"":3175,""qty"":80},{""px"":3174,""qty"":100}]","[{""px"":3183,""qty"":40},{""px"":3184,""qty"":60},{""px"":3185,""qty"":80},{""px"":3186,""qty"":100}]",0,0,,,,,False
