event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
1031,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:07.547734+00:00,1775359387547734000,175097879257750,,,,A,1159,40,1158.5,-1.0,,
1036,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:07.549066+00:00,1775359387549066000,175097880589500,,,,A,1159,60,1159.0,0.0,,
9499,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:33.207112+00:00,1775359413207112000,175123538688708,150,,,A,1153,100,1157.5,-9.0,3.6592205,1.1396819096731108
9500,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:33.207260+00:00,1775359413207260000,175123538836625,150,,,A,1154,40,1157.5,-9.0,3.659368417,1.1396819096731108
9501,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:33.207487+00:00,1775359413207487000,175123539063125,150,,,A,1155,60,1157.5,-9.0,3.659594917,1.1396819096731108
9847,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:34.288984+00:00,1775359414288984000,175124620563541,150,,,A,1172,40,1172.5,-1.0,4.741095333,1.1396819096731108
9852,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:34.292813+00:00,1775359414292813000,175124624392250,150,,,A,1172,60,1172.0,0.0,4.744924042,1.1396819096731108
9914,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:34.584093+00:00,1775359414584093000,175124915672666,150,,,A,1176,40,1177.0,-2.0,5.036204458,1.1396819096731108
9919,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:34.588141+00:00,1775359414588141000,175124919721000,150,,,A,1176,60,1176.5,-1.0,5.040252792,1.1396819096731108
9987,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:34.758700+00:00,1775359414758700000,175125090279708,175,,,A,1182,40,1184.0,-4.0,5.2108115,1.1396819096731108
9992,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:34.762634+00:00,1775359414762634000,175125094213833,175,,,A,1182,60,1183.5,-3.0,5.214745625,1.1396819096731108
9998,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:34.767506+00:00,1775359414767506000,175125099085875,175,,,A,1184,40,1184.0,0.0,5.219617667,1.1396819096731108
