event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
2675,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:12.585754+00:00,1775359392585754000,175102917287708,50,,,B,979,40,979.0,0.0,,
3413,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:14.791138+00:00,1775359394791138000,175105122676833,50,,,B,971,40,971.0,0.0,,
26241,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:24:24.118888+00:00,1775359464118888000,175174450570750,375,,,B,1024,40,1024.0,0.0,,
26515,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:24:25.033246+00:00,1775359465033246000,175175364930791,375,,,B,1023,40,1023.0,0.0,,
30341,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:24:39.228606+00:00,1775359479228606000,175189560320750,375,,,B,1029,40,1029.5,-1.0,,
30416,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:24:39.503549+00:00,1775359479503549000,175189835263791,375,,,B,1032,40,1032.0,0.0,,
32410,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:24:47.574491+00:00,1775359487574491000,175197906222875,500,,,B,1036,40,1036.5,-1.0,,
35426,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:25:00.834673+00:00,1775359500834673000,175211166432250,550,,,B,1019,40,1019.0,0.0,,
41458,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:25:30.214116+00:00,1775359530214116000,175240545936625,625,,,B,1018,40,1018.0,0.0,,
42865,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:25:37.747113+00:00,1775359537747113000,175248078948666,625,,,B,1015,40,1015.0,0.0,,
49329,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:26:19.125911+00:00,1775359579125911000,175289457832666,750,,,B,1007,40,1007.0,0.0,,
56387,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:27:08.265076+00:00,1775359628265076000,175338597100458,825,,,B,1027,40,1027.0,0.0,,
68466,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:28:50.848636+00:00,1775359730848636000,175441180874208,1050,,,B,1002,40,1002.0,0.0,,
81060,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:30:58.519081+00:00,1775359858519081000,175568851584416,1200,,,B,975,40,975.5,-1.0,,
81123,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:30:59.249394+00:00,1775359859249394000,175569581899666,1200,,,B,978,40,979.0,-2.0,,
81129,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:30:59.303090+00:00,1775359859303090000,175569635595250,1200,,,B,978,60,978.5,-1.0,,
100806,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:35:04.485148+00:00,1775360104485148000,175814818163916,1525,,,B,1013,40,1013.0,0.0,,
106121,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:36:12.639667+00:00,1775360172639667000,175882972825000,1525,,,B,1014,40,1014.0,0.0,,
110362,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:37:04.436950+00:00,1775360224436950000,175934770215541,1650,,,B,1000,40,999.5,-1.0,,
110368,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:37:04.501270+00:00,1775360224501270000,175934834536125,1650,,,B,1000,60,1000.0,0.0,,
