event_index,event_type,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,best_bid_px,best_bid_qty,best_ask_px,best_ask_qty,mid_px,spread,microprice,top_of_book_imbalance,total_bid_depth_top_k,total_ask_depth_top_k,bid_levels_json,ask_levels_json,current_position_symbol,current_cash,last_trade_px_for_symbol,last_trade_qty_for_symbol,most_recent_news_id_affecting_symbol,seconds_since_last_news_for_symbol,inside_post_news_reaction_window
33,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.522436+00:00,1775359384522436000,175094853952541,,,,A,1156,40,,,,,,,40,0,"[{""px"":1156,""qty"":40}]",[],0,0,,,,,False
34,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.522917+00:00,1775359384522917000,175094854434583,,,,A,1156,40,1162,40,1159.0,6.0,1159.0,0.0,40,40,"[{""px"":1156,""qty"":40}]","[{""px"":1162,""qty"":40}]",0,0,,,,,False
35,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.523064+00:00,1775359384523064000,175094854580958,,,,A,1156,40,1162,40,1159.0,6.0,1159.0,0.0,100,40,"[{""px"":1156,""qty"":40},{""px"":1155,""qty"":60}]","[{""px"":1162,""qty"":40}]",0,0,,,,,False
36,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.523167+00:00,1775359384523167000,175094854683833,,,,A,1156,40,1162,40,1159.0,6.0,1159.0,0.0,100,100,"[{""px"":1156,""qty"":40},{""px"":1155,""qty"":60}]","[{""px"":1162,""qty"":40},{""px"":1163,""qty"":60}]",0,0,,,,,False
37,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.523267+00:00,1775359384523267000,175094854784666,,,,A,1156,40,1162,40,1159.0,6.0,1159.0,0.0,180,100,"[{""px"":1156,""qty"":40},{""px"":1155,""qty"":60},{""px"":1154,""qty"":80}]","[{""px"":1162,""qty"":40},{""px"":1163,""qty"":60}]",0,0,,,,,False
38,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.523373+00:00,1775359384523373000,175094854889958,,,,A,1156,40,1162,40,1159.0,6.0,1159.0,0.0,180,180,"[{""px"":1156,""qty"":40},{""px"":1155,""qty"":60},{""px"":1154,""qty"":80}]","[{""px"":1162,""qty"":40},{""px"":1163,""qty"":60},{""px"":1164,""qty"":80}]",0,0,,,,,False
39,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.523474+00:00,1775359384523474000,175094854991541,,,,A,1156,40,1162,40,1159.0,6.0,1159.0,0.0,180,180,"[{""px"":1156,""qty"":40},{""px"":1155,""qty"":60},{""px"":1154,""qty"":80},{""px"":1153,""qty"":100}]","[{""px"":1162,""qty"":40},{""px"":1163,""qty"":60},{""px"":1164,""qty"":80}]",0,0,,,,,False
40,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.523576+00:00,1775359384523576000,175094855093250,,,,A,1156,40,1162,40,1159.0,6.0,1159.0,0.0,180,180,"[{""px"":1156,""qty"":40},{""px"":1155,""qty"":60},{""px"":1154,""qty"":80},{""px"":1153,""qty"":100}]","[{""px"":1162,""qty"":40},{""px"":1163,""qty"":60},{""px"":1164,""qty"":80},{""px"":1165,""qty"":100}]",0,0,,,,,False
41,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.523702+00:00,1775359384523702000,175094855219083,,,,A,1156,40,1162,40,1159.0,6.0,1159.0,0.0,180,180,"[{""px"":1156,""qty"":40},{""px"":1155,""qty"":60},{""px"":1154,""qty"":80},{""px"":1153,""qty"":100}]","[{""px"":1162,""qty"":40},{""px"":1163,""qty"":60},{""px"":1164,""qty"":80},{""px"":1165,""qty"":100}]",0,0,,,,,False
42,book_update,market_research_2026-04-04_22-23-04_live_round,c6abe590858247adbb3a88511acd7fc6,2026-04-05T03:23:04.523829+00:00,1775359384523829000,175094855346333,,,,A,1156,40,1163,60,1159.5,7.0,1158.8,-0.2,180,240,"[{""px"":1156,""qty"":40},{""px"":1155,""qty"":60},{""px"":1154,""qty"":80},{""px"":1153,""qty"":100}]","[{""px"":1163,""qty"":60},{""px"":1164,""qty"":80},{""px"":1165,""qty"":100}]",0,0,,,,,False
