event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
1310,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:33.922115+00:00,1775355753922115000,171464247240250,,,,C,967,40,965.5,-3.0,,
1311,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:33.922509+00:00,1775355753922509000,171464247634958,,,,C,966,60,965.5,-3.0,,
1312,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:33.922792+00:00,1775355753922792000,171464247917916,,,,C,965,80,965.5,-3.0,,
1313,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:33.923051+00:00,1775355753923051000,171464248176833,,,,C,964,20,965.5,-3.0,,
2048,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:36.110695+00:00,1775355756110695000,171466435826875,175,,,C,966,40,966.0,0.0,,
2320,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:36.915158+00:00,1775355756915158000,171467240291291,175,,,C,957,40,954.5,-5.0,,
2321,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:36.915317+00:00,1775355756915317000,171467240450333,175,,,C,956,60,954.5,-5.0,,
2322,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:36.915435+00:00,1775355756915435000,171467240568625,175,,,C,955,80,954.5,-5.0,,
2323,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:36.915559+00:00,1775355756915559000,171467240692541,175,,,C,954,20,954.5,-5.0,,
3247,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:39.744819+00:00,1775355759744819000,171470069960625,175,,,C,952,40,952.0,0.0,,
4372,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:42.948200+00:00,1775355762948200000,171473273349416,175,,,C,958,40,959.5,-3.0,,
4373,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:42.948309+00:00,1775355762948309000,171473273458750,175,,,C,959,60,959.5,-3.0,,
4374,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:42.948397+00:00,1775355762948397000,171473273547250,175,,,C,960,80,959.5,-3.0,,
4375,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:22:42.948484+00:00,1775355762948484000,171473273633541,175,,,C,961,20,959.5,-3.0,,
10426,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:01.204663+00:00,1775355781204663000,171491529861666,300,,,C,982,20,982.5,-1.0,,
10427,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:01.204766+00:00,1775355781204766000,171491529964208,300,,,C,982,20,982.5,-1.0,,
10432,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:01.208818+00:00,1775355781208818000,171491534017041,300,,,C,982,20,982.0,0.0,,
10433,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:01.208899+00:00,1775355781208899000,171491534097416,300,,,C,982,20,982.0,0.0,,
10434,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:01.208972+00:00,1775355781208972000,171491534170750,300,,,C,982,20,982.0,0.0,,
10561,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:01.672780+00:00,1775355781672780000,171491997979875,300,,,C,982,20,982.5,-1.0,,
13166,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:09.095970+00:00,1775355789095970000,171499421190125,300,,,C,986,40,988.5,-5.0,,
13167,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:09.096974+00:00,1775355789096974000,171499422193791,300,,,C,987,60,988.5,-5.0,,
13168,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:09.097064+00:00,1775355789097064000,171499422283458,300,,,C,988,80,988.5,-5.0,,
13169,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:09.097136+00:00,1775355789097136000,171499422355833,300,,,C,989,20,988.5,-5.0,,
14998,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:14.471574+00:00,1775355794471574000,171504796808041,375,,,C,981,40,981.0,0.0,,
18149,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:23.982267+00:00,1775355803982267000,171514307526583,375,,,C,1000,40,1003.5,-7.0,,
18150,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:23.982940+00:00,1775355803982940000,171514308199375,375,,,C,1001,60,1003.5,-7.0,,
18151,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:23.983018+00:00,1775355803983018000,171514308277291,375,,,C,1002,100,1003.5,-7.0,,
20955,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:32.444391+00:00,1775355812444391000,171522769672875,375,,,C,1006,40,1006.5,-1.0,,
21954,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:35.488996+00:00,1775355815488996000,171525814285791,375,,,C,1013,40,1013.0,0.0,,
23179,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:39.153984+00:00,1775355819153984000,171529479283625,375,,,C,1012,40,1013.5,-3.0,,
23180,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:39.154075+00:00,1775355819154075000,171529479374666,375,,,C,1013,60,1013.5,-3.0,,
23181,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:39.154154+00:00,1775355819154154000,171529479454250,375,,,C,1014,80,1013.5,-3.0,,
23182,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:39.154240+00:00,1775355819154240000,171529479539541,375,,,C,1015,20,1013.5,-3.0,,
26784,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:50.727476+00:00,1775355830727476000,171541052807083,550,,,C,1017,40,1017.0,0.0,,
26927,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:51.213352+00:00,1775355831213352000,171541538683958,550,,,C,1021,40,1021.0,0.0,,
28812,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:57.786881+00:00,1775355837786881000,171548112231166,550,,,C,1038,40,1039.0,-2.0,,
28813,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:57.788288+00:00,1775355837788288000,171548113637666,550,,,C,1039,60,1039.0,-2.0,,
28814,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:23:57.788378+00:00,1775355837788378000,171548113728041,550,,,C,1040,100,1039.0,-2.0,,
30072,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:24:02.503877+00:00,1775355842503877000,171552829239625,600,,,C,1031,40,1024.5,-13.0,0.223973709,1.946755997208881
30077,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:24:02.518145+00:00,1775355842518145000,171552843507583,600,,,C,1030,60,1024.5,-11.0,0.238241667,1.946755997208881
30082,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:24:02.532586+00:00,1775355842532586000,171552857948208,600,,,C,1029,80,1024.5,-9.0,0.252682292,1.946755997208881
30087,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:24:02.547263+00:00,1775355842547263000,171552872625125,600,,,C,1028,100,1024.5,-7.0,0.267359209,1.946755997208881
31350,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:24:07.316084+00:00,1775355847316084000,171557641459416,600,,,C,1024,40,1021.5,-5.0,5.0361935,1.946755997208881
31351,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:24:07.316185+00:00,1775355847316185000,171557641560041,600,,,C,1023,60,1021.5,-5.0,5.036294125,1.946755997208881
31352,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:24:07.316264+00:00,1775355847316264000,171557641639541,600,,,C,1022,80,1021.5,-5.0,5.036373625,1.946755997208881
31353,market_research_2026-04-04_21-22-29_live_round,f974d41e6f2b44c69df8c990afaf26d2,2026-04-05T02:24:07.316347+00:00,1775355847316347000,171557641721750,600,,,C,1021,20,1021.5,-5.0,5.036455834,1.946755997208881
