wall_ts,event,tick,symbol,side,qty,price,order_id,tag,reason,message,pos_C,avg_C,realized_pnl,unrealized_pnl,total_pnl,cash,session_mtm,thesis,signal_thesis,signal_side,signal_target,signal_strength,signal_fresh,fair,c_bid,c_ask,c_mid,c_spread,eps,earnings_delta,cpi_surprise,cpi_bias_bp,cpi_actual,cpi_forecast,macro_score,macro_target,macro_direction,earnings_trend,news_kind,news_subtype,news_asset,rate_bp,market_rate_bp,q_hike,q_hold,q_cut,pm_pos_hike,pm_pos_hold,pm_pos_cut,mark_source,kill_switch,raw_news
1775838073.685997,startup,0,,,,,,,,C-only mode; PM read-only,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,,,,,,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,,,,,,0,0,0,flat,False,
1775838073.686534,heartbeat,0,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,,979,985,982.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,,,,,,0,0,0,flat,False,
1775838073.686823,anchor_init,0,,,,,,,,default_eps,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.0000,979,985,982.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,0.0000,0.0000,0.300000,0.400000,0.300000,0,0,0,flat,False,
1775838074.101487,startup,0,,,,,,,,C-only mode; PM read-only,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.0000,979,985,982.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,0.0000,0.0000,0.300000,0.400000,0.300000,0,0,0,flat,False,
1775838074.271211,startup,0,,,,,,,,C-only mode; PM read-only,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.0000,979,985,982.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,0.0000,0.0000,0.300000,0.400000,0.300000,0,0,0,flat,False,
1775838074.342748,startup,0,,,,,,,,C-only mode; PM read-only,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.0000,979,985,982.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,0.0000,0.0000,0.300000,0.400000,0.300000,0,0,0,flat,False,
1775838076.887190,heartbeat,0,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.0000,979,985,982.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,0.0000,0.0000,0.300000,0.400000,0.300000,0,0,0,flat,False,
1775838079.903884,heartbeat,0,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.0000,979,985,982.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,0.0000,0.0000,0.300000,0.400000,0.300000,0,0,0,flat,False,
1775838082.919414,heartbeat,0,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.7564,980,986,983.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,-0.7250,-0.7250,0.285500,0.400000,0.314500,0,0,0,flat,False,
1775838085.932764,heartbeat,0,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.6775,982,988,985.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,-0.6494,-0.6494,0.286713,0.400599,0.312687,0,0,0,flat,False,
1775838088.935477,heartbeat,0,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,983.7364,988,994,991.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,-1.6633,-1.6633,0.267134,0.399200,0.333667,0,0,0,flat,False,
1775838090.737201,cpi_eval,46,,SELL,80,,,,no_actual_forecast,no actual/forecast; score=+3.00 headline=Inflation ticking lower but not fast enough to settle the debate.,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.1042,982,988,985.0000,6,2.000000,0.000000,0.000000,0.0000,,,3.0000,80,SELL,+0.000000,unstructured,,,-0.0999,-0.0999,0.297203,0.401598,0.301199,0,0,0,flat,False,"{'timestamp': 46, 'kind': 'unstructured', 'new_data': {'content': 'Inflation ticking lower but not fast enough to settle the debate.'}}"
1775838090.737402,macro_eval,46,,SELL,80,,,,no_real_c_baseline,score=+3.00 headline=Inflation ticking lower but not fast enough to settle the debate.,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.1042,982,988,985.0000,6,2.000000,0.000000,0.000000,0.0000,,,3.0000,80,SELL,+0.000000,unstructured,,,-0.0999,-0.0999,0.297203,0.401598,0.301199,0,0,0,flat,False,"{'timestamp': 46, 'kind': 'unstructured', 'new_data': {'content': 'Inflation ticking lower but not fast enough to settle the debate.'}}"
1775838090.737562,macro_blocked,46,,SELL,80,,,,no_real_c_baseline,score=+3.00 headline=Inflation ticking lower but not fast enough to settle the debate.,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.1042,982,988,985.0000,6,2.000000,0.000000,0.000000,0.0000,,,3.0000,80,SELL,+0.000000,,,,-0.0999,-0.0999,0.297203,0.401598,0.301199,0,0,0,flat,False,"{'timestamp': 46, 'kind': 'unstructured', 'new_data': {'content': 'Inflation ticking lower but not fast enough to settle the debate.'}}"
1775838091.935681,heartbeat,46,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.3651,987,992,989.5000,5,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,-0.3500,-0.3500,0.291500,0.403000,0.305500,0,0,0,flat,False,
1775838094.935895,heartbeat,46,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.7169,985,989,987.0000,4,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,-0.6872,-0.6872,0.284858,0.402799,0.312344,0,0,0,flat,False,
1775838097.936384,heartbeat,46,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,983.4990,984,986,985.0000,2,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,-1.4361,-1.4361,0.269730,0.403097,0.327173,0,0,0,flat,False,
1775838100.936327,heartbeat,46,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,982.7449,984,990,987.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,-0.7139,-0.7139,0.283567,0.404309,0.312124,0,0,0,flat,False,
