wall_ts,event,tick,symbol,side,qty,price,order_id,tag,reason,message,pos_C,avg_C,realized_pnl,unrealized_pnl,total_pnl,cash,session_mtm,thesis,signal_thesis,signal_side,signal_target,signal_strength,signal_fresh,fair,c_bid,c_ask,c_mid,c_spread,eps,earnings_delta,cpi_surprise,cpi_bias_bp,cpi_actual,cpi_forecast,macro_score,macro_target,macro_direction,earnings_trend,news_kind,news_subtype,news_asset,rate_bp,market_rate_bp,q_hike,q_hold,q_cut,pm_pos_hike,pm_pos_hold,pm_pos_cut,mark_source,kill_switch,raw_news
1775839157.806229,startup,0,,,,,,,,C-only mode; PM read-only,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,,,,,,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,,,,,,0,0,0,flat,False,
1775839157.806590,heartbeat,0,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,,942,948,945.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,,,,,,0,0,0,flat,False,
1775839157.806831,anchor_init,0,,,,,,,,default_eps,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,945.0000,942,948,945.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,1.0380,1.0380,0.300650,0.440220,0.259130,0,0,0,flat,False,
1775839159.728069,cpi_eval,815,,,0,,,,no_actual_forecast,no actual/forecast; score=+0.00 headline=Labor data and inflation readings point in different directions for policy.,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,945.4520,942,948,945.0000,6,2.000000,0.000000,0.000000,0.0000,,,0.0000,0,,+0.000000,unstructured,,,0.5878,0.5878,0.291146,0.441221,0.267634,0,0,0,flat,False,"{'timestamp': 815, 'kind': 'unstructured', 'new_data': {'content': 'Labor data and inflation readings point in different directions for policy.'}}"
1775839159.728280,macro_eval,815,,,0,,,,below_threshold,score=+0.00 headline=Labor data and inflation readings point in different directions for policy.,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,945.4520,942,948,945.0000,6,2.000000,0.000000,0.000000,0.0000,,,0.0000,0,,+0.000000,unstructured,,,0.5878,0.5878,0.291146,0.441221,0.267634,0,0,0,flat,False,"{'timestamp': 815, 'kind': 'unstructured', 'new_data': {'content': 'Labor data and inflation readings point in different directions for policy.'}}"
1775839159.728513,news_ignored,815,,,,,,,weak_macro_news,score=+0.00,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,945.4520,942,948,945.0000,6,2.000000,0.000000,0.000000,0.0000,,,0.0000,0,,+0.000000,unstructured,,,0.5878,0.5878,0.291146,0.441221,0.267634,0,0,0,flat,False,"{'timestamp': 815, 'kind': 'unstructured', 'new_data': {'content': 'Labor data and inflation readings point in different directions for policy.'}}"
1775839160.845314,heartbeat,815,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,946.3691,947,953,950.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,-0.3250,-0.3250,0.273000,0.441000,0.286000,0,0,0,flat,False,
1775839163.862773,heartbeat,815,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,945.0883,936,942,939.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,0.9500,0.9500,0.297000,0.444000,0.259000,0,0,0,flat,False,
1775839166.875850,heartbeat,815,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,944.9389,942,948,945.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,1.0989,1.0989,0.300699,0.442557,0.256743,0,0,0,flat,False,
1775839169.893789,heartbeat,815,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,943.2057,938,944,941.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,2.8278,2.8278,0.337337,0.438438,0.224224,0,0,0,flat,False,
1775839170.735542,news_ignored,870,,,,,,,non_C_earnings,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,942.4097,939,943,941.0000,4,2.000000,0.000000,0.000000,0.0000,,,,,,,structured,earnings,A,3.6232,3.6232,0.355322,0.434283,0.210395,0,0,0,flat,False,"{'timestamp': 870, 'kind': 'structured', 'new_data': {'value': 0.7115581996226538, 'asset': 'A', 'structured_subtype': 'earnings'}}"
1775839172.910328,heartbeat,870,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,943.3003,935,941,938.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,2.7334,2.7334,0.333500,0.442336,0.224164,0,0,0,flat,False,
