news_id,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,kind,symbol,structured_subtype,earnings_asset,earnings_value,affected_symbols_json,raw_content,normalized_content,parsed_sentiment,parsed_signal_strength,previous_known_eps_for_asset,new_known_eps_for_asset,inferred_fair_price_before,inferred_fair_price_after,note
market_research_2026-04-04_21-42-06_live_round-news-1,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:15.950145+00:00,1775356935950145000,172646276526708,1500,,,structured,A,earnings,A,0.8324129727310562,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":0.8324129727310562}",,,,0.8324129727310562,,8.324129727310561,Structured earnings for A.
market_research_2026-04-04_21-42-06_live_round-news-2,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:15.951075+00:00,1775356935951075000,172646277456291,1500,,,structured,C,earnings,C,1.861457247224262,"[""C"",""ETF""]",,"{""asset"":""C"",""structured_subtype"":""earnings"",""value"":1.861457247224262}",,,,1.861457247224262,,,Structured earnings for C.
market_research_2026-04-04_21-42-06_live_round-news-3,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:46.113701+00:00,1775356966113701000,172676440141708,1650,,,structured,A,earnings,A,0.8838431684903902,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":0.8838431684903902}",,,0.8324129727310562,0.8838431684903902,8.324129727310561,8.838431684903902,Structured earnings for A.
market_research_2026-04-04_21-42-06_live_round-news-4,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:43:55.969166+00:00,1775357035969166000,172746295743083,1950,,,structured,A,earnings,A,1.3925929733903109,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.3925929733903109}",,,0.8838431684903902,1.3925929733903109,8.838431684903902,13.925929733903109,Structured earnings for A.
market_research_2026-04-04_21-42-06_live_round-news-5,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:43:55.978551+00:00,1775357035978551000,172746305127750,1950,,,structured,C,earnings,C,1.8629055547812696,"[""C"",""ETF""]",,"{""asset"":""C"",""structured_subtype"":""earnings"",""value"":1.8629055547812696}",,,1.861457247224262,1.8629055547812696,,,Structured earnings for C.
market_research_2026-04-04_21-42-06_live_round-news-6,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:44:51.558187+00:00,1775357091558187000,172801884872541,2100,,,structured,A,earnings,A,1.205620533476894,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.205620533476894}",,,1.3925929733903109,1.205620533476894,13.925929733903109,12.05620533476894,Structured earnings for A.
market_research_2026-04-04_21-42-06_live_round-news-7,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:47:30.206977+00:00,1775357250206977000,172960533971750,2400,,,structured,A,earnings,A,1.0006381408560148,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":1.0006381408560148}",,,1.205620533476894,1.0006381408560148,12.05620533476894,10.006381408560149,Structured earnings for A.
market_research_2026-04-04_21-42-06_live_round-news-8,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:47:30.223576+00:00,1775357250223576000,172960550571250,2400,,,structured,C,earnings,C,1.807028130150146,"[""C"",""ETF""]",,"{""asset"":""C"",""structured_subtype"":""earnings"",""value"":1.807028130150146}",,,1.8629055547812696,1.807028130150146,,,Structured earnings for C.
market_research_2026-04-04_21-42-06_live_round-news-9,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:48:15.564796+00:00,1775357295564796000,173005891879666,2463,,,unstructured,A,,,,"[""A""]",International market growth accelerates thanks to A’s latest partnership.,"{""content"":""International market growth accelerates thanks to A\u2019s latest partnership."",""type"":""News""}",,,,,,,Unstructured news tagged to A. Unstructured news mentions A.
market_research_2026-04-04_21-42-06_live_round-news-10,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:49:21.004447+00:00,1775357361004447000,173071331658875,2550,,,structured,A,earnings,A,0.8801246016836736,"[""A"",""ETF""]",,"{""asset"":""A"",""structured_subtype"":""earnings"",""value"":0.8801246016836736}",,,1.0006381408560148,0.8801246016836736,10.006381408560149,8.801246016836735,Structured earnings for A.
