event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
66,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:07.058859+00:00,1775356927058859000,172637385222625,,,,C,979,40,980.0,-2.0,,
67,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:07.059002+00:00,1775356927059002000,172637385365625,,,,C,980,60,980.0,-2.0,,
68,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:07.059105+00:00,1775356927059105000,172637385469500,,,,C,981,80,980.0,-2.0,,
200,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:07.582772+00:00,1775356927582772000,172637909137083,,,,ETF,2900,40,2900.0,0.0,,
397,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.063572+00:00,1775356928063572000,172638389937791,,,,C,981,40,982.5,-3.0,,
398,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.063669+00:00,1775356928063669000,172638390035458,,,,C,982,60,982.5,-3.0,,
399,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.063746+00:00,1775356928063746000,172638390112166,,,,C,983,80,982.5,-3.0,,
400,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.063820+00:00,1775356928063820000,172638390186666,,,,C,984,20,982.5,-3.0,,
409,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.188652+00:00,1775356928188652000,172638515018208,,,,ETF,2906,40,2907.5,-5.0,,
416,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.191481+00:00,1775356928191481000,172638517847000,,,,ETF,2905,60,2907.0,-4.0,,
424,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.194285+00:00,1775356928194285000,172638520651541,,,,ETF,2905,40,2906.5,-3.0,,
425,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.194502+00:00,1775356928194502000,172638520868291,,,,ETF,2907,40,2906.5,-3.0,,
438,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.198585+00:00,1775356928198585000,172638524951000,,,,ETF,2907,20,2907.0,0.0,,
541,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.590871+00:00,1775356928590871000,172638917237541,,,,A,938,40,939.5,-3.0,,
550,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.595001+00:00,1775356928595001000,172638921367833,,,,B,987,40,987.0,0.0,,
558,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.598119+00:00,1775356928598119000,172638924486416,,,,A,938,60,939.0,-2.0,,
615,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.790684+00:00,1775356928790684000,172639117051000,,,,A,943,40,944.5,-3.0,,
623,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.794371+00:00,1775356928794371000,172639120738875,,,,A,943,60,944.0,-2.0,,
629,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.796623+00:00,1775356928796623000,172639122991041,,,,ETF,2909,40,2911.0,-4.0,,
644,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.802027+00:00,1775356928802027000,172639128394916,,,,ETF,2910,60,2911.0,-2.0,,
657,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.805922+00:00,1775356928805922000,172639132289583,,,,ETF,2911,80,2911.0,0.0,,
688,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.992586+00:00,1775356928992586000,172639318952666,,,,ETF,2912,40,2919.5,-15.0,,
693,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.995055+00:00,1775356928995055000,172639321422916,,,,A,950,40,951.0,-2.0,,
699,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.997357+00:00,1775356928997357000,172639323725333,,,,ETF,2912,60,2919.0,-14.0,,
704,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:08.999655+00:00,1775356928999655000,172639326023083,,,,A,950,60,950.5,-1.0,,
711,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:09.002671+00:00,1775356929002671000,172639329038625,,,,ETF,2919,40,2922.0,-6.0,,
712,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:09.002817+00:00,1775356929002817000,172639329184833,,,,ETF,2920,40,2922.0,-6.0,,
726,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:09.007821+00:00,1775356929007821000,172639334188541,,,,ETF,2920,20,2922.0,-4.0,,
727,market_research_2026-04-04_21-42-06_live_round,7efc699623d74ac8961a3f76a12cb867,2026-04-05T02:42:09.007925+00:00,1775356929007925000,172639334293000,,,,ETF,2921,80,2922.0,-4.0,,
