session_id,event_time_ms,earnings_value,observed_mid_px,observed_pe_ratio,source_layout
A_research_2026-04-04_18-34-16_live_round,22684.307291,0.9466572219743568,1060.0,11.197294811624154,legacy_derived
A_research_2026-04-04_18-34-16_live_round,52877.525583,1.007166910068087,1110.5,11.025977808632808,legacy_derived
A_research_2026-04-04_18-34-16_live_round,132823.580916,1.0487034245478166,1161.0,11.070813471412126,legacy_derived
A_research_2026-04-04_18-34-16_live_round,186038.55875,0.7973004583180026,898.5,11.269277354932035,legacy_derived
A_research_2026-04-04_18-34-16_live_round,293142.299291,0.972936219429134,1054.5,10.838326078750807,legacy_derived
A_research_2026-04-04_18-34-16_live_round,348423.482791,1.0299587368551282,1133.0,11.000440692017406,legacy_derived
A_research_2026-04-04_18-49-30_live_round,24055.455791,0.9026640408883873,1143.5,12.668057529738151,legacy_derived
A_research_2026-04-04_18-49-30_live_round,54206.123208,1.033611102345746,1090.0,10.545552360324704,legacy_derived
A_research_2026-04-04_18-49-30_live_round,114527.864458,0.8849116587175607,1210.5,13.679331581576077,legacy_derived
A_research_2026-04-04_18-49-30_live_round,144728.978666,1.051819430974404,1068.0,10.15383409498916,legacy_derived
A_research_2026-04-04_18-49-30_live_round,205066.072041,1.0947723388088193,1234.0,11.271749899551436,legacy_derived
A_research_2026-04-04_18-49-30_live_round,235215.5855,1.0848599506732186,1284.0,11.835629098513623,legacy_derived
A_research_2026-04-04_18-49-30_live_round,295581.868916,0.9625995060256206,1078.0,11.198842231395325,legacy_derived
A_research_2026-04-04_18-49-30_live_round,325745.382375,1.0096538086552662,1143.0,11.320712012391004,legacy_derived
A_research_2026-04-04_18-49-30_live_round,386026.636208,0.9939191508199556,1183.0,11.902376556725544,legacy_derived
A_research_2026-04-04_18-49-30_live_round,416250.422375,0.9033977621187388,1132.5,12.536006258682196,legacy_derived
A_research_2026-04-04_18-49-30_live_round,476658.484041,1.0036306305257632,1108.0,11.039918136212739,legacy_derived
A_research_2026-04-04_18-49-30_live_round,506741.968625,0.8220290812018602,1174.0,14.281733175224595,legacy_derived
A_research_2026-04-04_18-49-30_live_round,567101.38225,0.9158182622695442,1035.0,11.301368870228732,legacy_derived
A_research_2026-04-04_18-49-30_live_round,597330.340875,0.8988603897705634,1105.0,12.293344022891635,legacy_derived
A_research_2026-04-04_18-49-30_live_round,657600.207375,0.8505947476029596,1071.0,12.591189905864798,legacy_derived
A_research_2026-04-04_18-49-30_live_round,687753.823958,0.9810052555915738,1074.5,10.953050392701986,legacy_derived
A_research_2026-04-04_18-49-30_live_round,748122.072208,0.8886715020968464,1158.5,13.036313162585786,legacy_derived
A_research_2026-04-04_18-49-30_live_round,778202.562791,0.9878073839302955,1079.5,10.928243881968944,legacy_derived
A_research_2026-04-04_18-49-30_live_round,838540.90975,1.0621431221892106,1027.0,9.669130068678728,legacy_derived
A_research_2026-04-04_18-49-30_live_round,868691.432375,0.925951252107753,1234.0,13.32683548071275,legacy_derived
A_research_2026-04-04_19-04-44_live_round,24899.323583,0.9121937626958488,640.5,7.021534526909068,legacy_derived
A_research_2026-04-04_19-04-44_live_round,55067.527458,1.0643148419648416,773.0,7.262888475490556,legacy_derived
A_research_2026-04-04_19-04-44_live_round,115393.498417,0.856632727991412,870.5,10.161881183796273,legacy_derived
A_research_2026-04-04_19-04-44_live_round,145558.623292,1.0383597166597665,728.0,7.0110578089629385,legacy_derived
A_research_2026-04-04_19-04-44_live_round,205884.685625,1.069582884277565,837.5,7.8301552157472845,legacy_derived
A_research_2026-04-04_19-04-44_live_round,236145.446167,0.9799069177812346,788.0,8.041580130735662,legacy_derived
A_research_2026-04-04_19-04-44_live_round,296427.09975,1.1315184509526777,793.0,7.008281653139077,legacy_derived
A_research_2026-04-04_19-04-44_live_round,326538.245708,0.9556335826732244,920.0,9.627120861810386,legacy_derived
A_research_2026-04-04_19-04-44_live_round,386899.2255,1.1666919426013953,784.0,6.7198544137701015,legacy_derived
A_research_2026-04-04_19-04-44_live_round,417039.755375,0.8734297058959161,854.5,9.78327155845359,legacy_derived
A_research_2026-04-04_19-04-44_live_round,477377.170292,0.9870603082357104,664.0,6.727045900435868,legacy_derived
A_research_2026-04-04_19-04-44_live_round,507560.970583,1.0102494175477166,789.0,7.809952535436464,legacy_derived
