event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
6,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.321974+00:00,1775363965321974000,179675654824375,,,,ETF,3071,77,3066.0,-10.0,,
7,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.322124+00:00,1775363965322124000,179675654973916,,,,ETF,3070,112,3066.0,-10.0,,
8,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.322250+00:00,1775363965322250000,179675655099708,,,,ETF,3070,427,3066.0,-10.0,,
9,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.322360+00:00,1775363965322360000,179675655210416,,,,ETF,3069,147,3066.0,-10.0,,
10,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.322475+00:00,1775363965322475000,179675655325916,,,,ETF,3068,182,3066.0,-10.0,,
11,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.322559+00:00,1775363965322559000,179675655409500,,,,ETF,3067,133,3066.0,-10.0,,
366,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726328+00:00,1775363965726328000,179676059179041,,,,A,1108,77,1110.5,-5.0,,
367,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726447+00:00,1775363965726447000,179676059297875,,,,A,1109,112,1110.5,-5.0,,
368,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726538+00:00,1775363965726538000,179676059388708,,,,A,1110,147,1110.5,-5.0,,
369,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726615+00:00,1775363965726615000,179676059466041,,,,A,1111,182,1110.5,-5.0,,
