event_index,event_type,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,best_bid_px,best_bid_qty,best_ask_px,best_ask_qty,mid_px,spread,microprice,top_of_book_imbalance,total_bid_depth_top_k,total_ask_depth_top_k,bid_levels_json,ask_levels_json,current_position_symbol,current_cash,last_trade_px_for_symbol,last_trade_qty_for_symbol,most_recent_news_id_affecting_symbol,seconds_since_last_news_for_symbol,inside_post_news_reaction_window
4,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.285952+00:00,1775363965285952000,179675618802750,,,,ETF,3071,77,3081,77,3076.0,10.0,3076.0,0.0,763,336,"[{""px"":3071,""qty"":77},{""px"":3070,""qty"":539},{""px"":3069,""qty"":147},{""px"":3068,""qty"":182},{""px"":3067,""qty"":217}]","[{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182},{""px"":3085,""qty"":217}]",0,0,,,,,False
5,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.321727+00:00,1775363965321727000,179675654576583,,,,ETF,3071,77,3061,1078,3066.0,-10.0,3070.3333333333335,-0.8666666666666667,763,1267,"[{""px"":3071,""qty"":77},{""px"":3070,""qty"":539},{""px"":3069,""qty"":147},{""px"":3068,""qty"":182},{""px"":3067,""qty"":217}]","[{""px"":3061,""qty"":1078},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182}]",0,0,,,,,False
12,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.322645+00:00,1775363965322645000,179675655495250,,,,ETF,3071,77,3061,1078,3066.0,-10.0,3070.3333333333335,-0.8666666666666667,406,1267,"[{""px"":3071,""qty"":77},{""px"":3069,""qty"":147},{""px"":3068,""qty"":182},{""px"":3067,""qty"":217},{""px"":3066,""qty"":252}]","[{""px"":3061,""qty"":1078},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182}]",0,0,3067,133,,,False
13,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.322795+00:00,1775363965322795000,179675655645166,,,,ETF,3071,77,3061,1078,3066.0,-10.0,3070.3333333333335,-0.8666666666666667,441,1267,"[{""px"":3071,""qty"":77},{""px"":3069,""qty"":147},{""px"":3067,""qty"":217},{""px"":3066,""qty"":252},{""px"":3065,""qty"":287}]","[{""px"":3061,""qty"":1078},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182}]",0,0,3067,133,,,False
14,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.322957+00:00,1775363965322957000,179675655807291,,,,ETF,3069,147,3061,1078,3065.0,-8.0,3068.04,-0.76,616,1267,"[{""px"":3069,""qty"":147},{""px"":3067,""qty"":217},{""px"":3066,""qty"":252},{""px"":3065,""qty"":287},{""px"":3064,""qty"":322}]","[{""px"":3061,""qty"":1078},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182}]",0,0,3067,133,,,False
15,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.323114+00:00,1775363965323114000,179675655964625,,,,ETF,3069,147,3061,1078,3065.0,-8.0,3068.04,-0.76,483,1267,"[{""px"":3069,""qty"":147},{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":287},{""px"":3064,""qty"":322}]","[{""px"":3061,""qty"":1078},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182}]",0,0,3067,133,,,False
16,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.323242+00:00,1775363965323242000,179675656092916,,,,ETF,3067,84,3061,1078,3064.0,-6.0,3066.5662650602408,-0.8554216867469879,623,1267,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":287},{""px"":3064,""qty"":322},{""px"":3063,""qty"":357}]","[{""px"":3061,""qty"":1078},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182}]",0,0,3067,133,,,False
17,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.323373+00:00,1775363965323373000,179675656223458,,,,ETF,3067,84,3081,77,3074.0,14.0,3074.304347826087,0.043478260869565216,623,336,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":287},{""px"":3064,""qty"":322},{""px"":3063,""qty"":357}]","[{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182},{""px"":3085,""qty"":217}]",0,0,3067,133,,,False
62,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.401582+00:00,1775363965401582000,179675734432166,,,,ETF,3067,84,3081,77,3074.0,14.0,3074.304347826087,0.043478260869565216,700,336,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":364},{""px"":3064,""qty"":322},{""px"":3063,""qty"":357}]","[{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182},{""px"":3085,""qty"":217}]",0,0,3067,133,,,False
63,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.401798+00:00,1775363965401798000,179675734648375,,,,ETF,3067,84,3075,77,3071.0,8.0,3071.1739130434785,0.043478260869565216,700,266,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":364},{""px"":3064,""qty"":322},{""px"":3063,""qty"":357}]","[{""px"":3075,""qty"":77},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182}]",0,0,3067,133,,,False
64,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.401985+00:00,1775363965401985000,179675734835875,,,,ETF,3067,84,3075,77,3071.0,8.0,3071.1739130434785,0.043478260869565216,700,266,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":364},{""px"":3064,""qty"":434},{""px"":3063,""qty"":357}]","[{""px"":3075,""qty"":77},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147},{""px"":3084,""qty"":182}]",0,0,3067,133,,,False
65,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.402136+00:00,1775363965402136000,179675734986666,,,,ETF,3067,84,3075,77,3071.0,8.0,3071.1739130434785,0.043478260869565216,700,266,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":364},{""px"":3064,""qty"":434},{""px"":3063,""qty"":357}]","[{""px"":3075,""qty"":77},{""px"":3076,""qty"":112},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147}]",0,0,3067,133,,,False
66,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.402274+00:00,1775363965402274000,179675735125041,,,,ETF,3067,84,3075,77,3071.0,8.0,3071.1739130434785,0.043478260869565216,700,266,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":364},{""px"":3064,""qty"":434},{""px"":3063,""qty"":504}]","[{""px"":3075,""qty"":77},{""px"":3076,""qty"":112},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112},{""px"":3083,""qty"":147}]",0,0,3067,133,,,False
67,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.402412+00:00,1775363965402412000,179675735262375,,,,ETF,3067,84,3075,77,3071.0,8.0,3071.1739130434785,0.043478260869565216,700,336,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":364},{""px"":3064,""qty"":434},{""px"":3063,""qty"":504}]","[{""px"":3075,""qty"":77},{""px"":3076,""qty"":112},{""px"":3077,""qty"":147},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112}]",0,0,3067,133,,,False
68,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.402548+00:00,1775363965402548000,179675735398250,,,,ETF,3067,84,3075,77,3071.0,8.0,3071.1739130434785,0.043478260869565216,700,336,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":364},{""px"":3064,""qty"":434},{""px"":3063,""qty"":504}]","[{""px"":3075,""qty"":77},{""px"":3076,""qty"":112},{""px"":3077,""qty"":147},{""px"":3081,""qty"":77},{""px"":3082,""qty"":112}]",0,0,3067,133,,,False
69,book_update,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.402706+00:00,1775363965402706000,179675735556500,,,,ETF,3067,84,3075,77,3071.0,8.0,3071.1739130434785,0.043478260869565216,700,336,"[{""px"":3067,""qty"":84},{""px"":3066,""qty"":252},{""px"":3065,""qty"":364},{""px"":3064,""qty"":434},{""px"":3063,""qty"":504}]","[{""px"":3075,""qty"":77},{""px"":3076,""qty"":112},{""px"":3077,""qty"":147},{""px"":3078,""qty"":182},{""px"":3081,""qty"":77}]",0,0,3067,133,,,False
