event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
17502,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:51.974478+00:00,1775363991974478000,179702307356333,100,,,C,970,77,972.5,-5.0,,
17503,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:51.974570+00:00,1775363991974570000,179702307447708,100,,,C,971,112,972.5,-5.0,,
17504,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:51.974648+00:00,1775363991974648000,179702307526208,100,,,C,972,147,972.5,-5.0,,
17505,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:51.975357+00:00,1775363991975357000,179702308234916,100,,,C,973,182,972.5,-5.0,,
17506,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:51.975433+00:00,1775363991975433000,179702308311416,100,,,C,974,217,972.5,-5.0,,
17507,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:51.975510+00:00,1775363991975510000,179702308387541,100,,,C,975,252,972.5,-5.0,,
18553,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.445216+00:00,1775363994445216000,179704778096500,150,,,C,965,77,974.5,-19.0,0.388349042,2.0468880114597456
18562,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.464502+00:00,1775363994464502000,179704797382166,150,,,C,966,112,974.5,-17.0,0.407634708,2.0468880114597456
18567,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.473388+00:00,1775363994473388000,179704806268708,150,,,C,967,147,974.5,-15.0,0.41652125,2.0468880114597456
18572,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.484450+00:00,1775363994484450000,179704817330875,150,,,C,968,182,974.5,-13.0,0.427583417,2.0468880114597456
18577,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.495172+00:00,1775363994495172000,179704828052166,150,,,C,969,217,974.5,-11.0,0.438304708,2.0468880114597456
18582,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.506904+00:00,1775363994506904000,179704839784541,150,,,C,970,252,974.5,-9.0,0.450037083,2.0468880114597456
18587,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.517264+00:00,1775363994517264000,179704850144500,150,,,C,971,287,974.5,-7.0,0.460397042,2.0468880114597456
18592,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.527522+00:00,1775363994527522000,179704860402875,150,,,C,972,322,974.5,-5.0,0.470655417,2.0468880114597456
18597,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.537918+00:00,1775363994537918000,179704870798708,150,,,C,973,357,974.5,-3.0,0.48105125,2.0468880114597456
18602,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.548245+00:00,1775363994548245000,179704881125708,150,,,C,974,392,974.5,-1.0,0.49137825,2.0468880114597456
18748,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.922612+00:00,1775363994922612000,179705255492791,150,,,C,975,77,979.5,-9.0,0.865745333,2.0468880114597456
18753,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.932994+00:00,1775363994932994000,179705265874708,150,,,C,975,112,979.0,-8.0,0.87612725,2.0468880114597456
18758,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:54.943288+00:00,1775363994943288000,179705276169125,150,,,C,975,147,978.5,-7.0,0.886421667,2.0468880114597456
