event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
366,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726328+00:00,1775363965726328000,179676059179041,,,,A,1108,77,1110.5,-5.0,,
367,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726447+00:00,1775363965726447000,179676059297875,,,,A,1109,112,1110.5,-5.0,,
368,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726538+00:00,1775363965726538000,179676059388708,,,,A,1110,147,1110.5,-5.0,,
369,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726615+00:00,1775363965726615000,179676059466041,,,,A,1111,182,1110.5,-5.0,,
370,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726700+00:00,1775363965726700000,179676059551291,,,,A,1112,217,1110.5,-5.0,,
371,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:25.726775+00:00,1775363965726775000,179676059625875,,,,A,1113,252,1110.5,-5.0,,
913,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:26.330026+00:00,1775363966330026000,179676662876958,50,,,A,1093,77,1090.5,-5.0,,
914,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:26.330183+00:00,1775363966330183000,179676663034625,50,,,A,1092,112,1090.5,-5.0,,
915,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:26.330303+00:00,1775363966330303000,179676663154375,50,,,A,1091,147,1090.5,-5.0,,
916,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:26.330413+00:00,1775363966330413000,179676663264791,50,,,A,1090,182,1090.5,-5.0,,
917,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:26.330505+00:00,1775363966330505000,179676663356291,50,,,A,1089,217,1090.5,-5.0,,
918,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:26.330622+00:00,1775363966330622000,179676663472958,50,,,A,1088,252,1090.5,-5.0,,
919,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:26.330725+00:00,1775363966330725000,179676663576250,50,,,A,1088,91,1090.5,-5.0,,
10344,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:37.530940+00:00,1775363977530940000,179687863802708,100,,,A,1113,77,1114.0,-2.0,,
10345,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:37.531044+00:00,1775363977531044000,179687863907083,100,,,A,1114,112,1114.0,-2.0,,
10346,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:37.531130+00:00,1775363977531130000,179687863993375,100,,,A,1115,147,1114.0,-2.0,,
10882,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:38.421516+00:00,1775363978421516000,179688754379875,100,,,A,1112,77,1114.0,-4.0,,
10883,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:38.421950+00:00,1775363978421950000,179688754813791,100,,,A,1113,112,1114.0,-4.0,,
10884,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:38.422040+00:00,1775363978422040000,179688754904041,100,,,A,1114,147,1114.0,-4.0,,
10885,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:38.422115+00:00,1775363978422115000,179688754979250,100,,,A,1115,182,1114.0,-4.0,,
10886,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:38.422191+00:00,1775363978422191000,179688755054916,100,,,A,1116,217,1114.0,-4.0,,
13202,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:42.896935+00:00,1775363982896935000,179693229803500,100,,,A,1108,77,1110.0,-4.0,,
13203,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:42.897572+00:00,1775363982897572000,179693230440583,100,,,A,1109,112,1110.0,-4.0,,
13204,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:42.897660+00:00,1775363982897660000,179693230528833,100,,,A,1110,147,1110.0,-4.0,,
13205,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:42.897740+00:00,1775363982897740000,179693230608375,100,,,A,1111,182,1110.0,-4.0,,
13206,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:42.897817+00:00,1775363982897817000,179693230685916,100,,,A,1112,217,1110.0,-4.0,,
19794,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:57.606193+00:00,1775363997606193000,179707939076916,150,,,A,1117,77,1119.0,-4.0,3.557335375,1.1217733485480954
19799,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:57.616242+00:00,1775363997616242000,179707949125375,150,,,A,1118,112,1119.0,-2.0,3.567383834,1.1217733485480954
19804,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:57.625461+00:00,1775363997625461000,179707958344958,150,,,A,1119,147,1119.0,0.0,3.576603417,1.1217733485480954
20001,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:58.113080+00:00,1775363998113080000,179708445963791,150,,,A,1127,77,1132.5,-11.0,4.06422225,1.1217733485480954
20006,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:58.123679+00:00,1775363998123679000,179708456563166,150,,,A,1127,112,1132.0,-10.0,4.074821625,1.1217733485480954
20011,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:58.133380+00:00,1775363998133380000,179708466264500,150,,,A,1127,147,1131.5,-9.0,4.084522959,1.1217733485480954
20016,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:58.142930+00:00,1775363998142930000,179708475814250,150,,,A,1127,91,1131.0,-8.0,4.094072709,1.1217733485480954
20017,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:58.143013+00:00,1775363998143013000,179708475897083,150,,,A,1131,77,1131.0,-8.0,4.094155542,1.1217733485480954
20018,market_research_2026-04-04_23-39-25_live_round,70c94d2d8d3b43d0a7b9b395b4b66487,2026-04-05T04:39:58.143775+00:00,1775363998143775000,179708476659416,150,,,A,1132,14,1131.0,-8.0,4.094917875,1.1217733485480954
