event_index,event_type,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,best_bid_px,best_bid_qty,best_ask_px,best_ask_qty,mid_px,spread,microprice,top_of_book_imbalance,total_bid_depth_top_k,total_ask_depth_top_k,bid_levels_json,ask_levels_json,current_position_symbol,current_cash,last_trade_px_for_symbol,last_trade_qty_for_symbol,most_recent_news_id_affecting_symbol,seconds_since_last_news_for_symbol,inside_post_news_reaction_window
1,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.116147+00:00,1775365473116147000,181183452984458,,,,ETF,3057,52,,,,,,,52,0,"[{""px"":3057,""qty"":52}]",[],0,0,,,,,False
7,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.118047+00:00,1775365473118047000,181183454886125,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,52,52,"[{""px"":3057,""qty"":52}]","[{""px"":3065,""qty"":52}]",0,0,,,,,False
8,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.118207+00:00,1775365473118207000,181183455046000,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,126,52,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74}]","[{""px"":3065,""qty"":52}]",0,0,,,,,False
10,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.118651+00:00,1775365473118651000,181183455490708,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,126,126,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74}]",0,0,,,,,False
13,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.119155+00:00,1775365473119155000,181183455994208,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,126,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74}]",0,0,,,,,False
16,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.119797+00:00,1775365473119797000,181183456636833,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96}]",0,0,,,,,False
19,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.120783+00:00,1775365473120783000,181183457622708,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96}]",0,0,,,,,False
21,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.121196+00:00,1775365473121196000,181183458036041,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118}]",0,0,,,,,False
25,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.121970+00:00,1775365473121970000,181183458809333,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118}]",0,0,,,,,False
27,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.122213+00:00,1775365473122213000,181183459052291,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
28,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.122350+00:00,1775365473122350000,181183459189916,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
31,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.122748+00:00,1775365473122748000,181183459587458,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
32,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.122919+00:00,1775365473122919000,181183459758208,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
34,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.123341+00:00,1775365473123341000,181183460180458,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
35,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.123632+00:00,1775365473123632000,181183460472208,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
37,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.123975+00:00,1775365473123975000,181183460815041,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
39,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.124496+00:00,1775365473124496000,181183461335541,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
42,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.125021+00:00,1775365473125021000,181183461860250,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
45,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.125730+00:00,1775365473125730000,181183462569333,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
46,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.125888+00:00,1775365473125888000,181183462727708,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,222,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":96},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
47,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.126161+00:00,1775365473126161000,181183463000291,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,170,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":44},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
50,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.126628+00:00,1775365473126628000,181183463467666,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,170,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":44},{""px"":3054,""qty"":118},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
51,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.126767+00:00,1775365473126767000,181183463606416,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,170,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":44},{""px"":3054,""qty"":44},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
54,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.127164+00:00,1775365473127164000,181183464003250,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,170,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":44},{""px"":3054,""qty"":44},{""px"":3053,""qty"":140}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
56,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.127442+00:00,1775365473127442000,181183464281500,,,,ETF,3057,52,3065,52,3061.0,8.0,3061.0,0.0,170,222,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":44},{""px"":3054,""qty"":44},{""px"":3053,""qty"":44}]","[{""px"":3065,""qty"":52},{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140}]",0,0,,,,,False
57,book_update,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:33.127576+00:00,1775365473127576000,181183464415916,,,,ETF,3057,52,3066,74,3061.5,9.0,3060.714285714286,-0.1746031746031746,170,288,"[{""px"":3057,""qty"":52},{""px"":3056,""qty"":74},{""px"":3055,""qty"":44},{""px"":3054,""qty"":44},{""px"":3053,""qty"":44}]","[{""px"":3066,""qty"":74},{""px"":3067,""qty"":96},{""px"":3068,""qty"":118},{""px"":3069,""qty"":140},{""px"":3070,""qty"":162}]",0,0,,,,,False
