event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
1002,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:34.358649+00:00,1775365474358649000,181184695490375,3000,,,A,1188,52,1188.0,0.0,0.411242209,1.0189862806095946
14909,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:04:55.844409+00:00,1775365495844409000,181206181289500,3075,,,A,1286,52,1286.0,0.0,21.897041334,1.0189862806095946
17985,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:02.851570+00:00,1775365502851570000,181213188463625,3075,,,A,1283,52,1278.5,-9.0,28.904215459,1.0189862806095946
17986,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:02.851668+00:00,1775365502851668000,181213188562166,3075,,,A,1282,74,1278.5,-9.0,28.904314,1.0189862806095946
17987,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:02.851757+00:00,1775365502851757000,181213188650666,3075,,,A,1281,96,1278.5,-9.0,28.9044025,1.0189862806095946
17988,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:02.851843+00:00,1775365502851843000,181213188737000,3075,,,A,1280,118,1278.5,-9.0,28.904488834,1.0189862806095946
17989,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:02.852612+00:00,1775365502852612000,181213189505708,3075,,,A,1279,140,1278.5,-9.0,28.905257542,1.0189862806095946
17990,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:02.852692+00:00,1775365502852692000,181213189585958,3075,,,A,1278,23,1278.5,-9.0,28.905337792,1.0189862806095946
22431,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:14.964882+00:00,1775365514964882000,181225301798166,3075,,,A,1285,52,1284.0,-2.0,41.01755,1.0189862806095946
22432,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:14.964976+00:00,1775365514964976000,181225301891541,3075,,,A,1284,74,1284.0,-2.0,41.017643375,1.0189862806095946
22433,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:14.965056+00:00,1775365514965056000,181225301971958,3075,,,A,1283,96,1284.0,-2.0,41.017723792,1.0189862806095946
24040,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:19.914897+00:00,1775365519914897000,181230251821500,3075,,,A,1281,52,1279.0,-4.0,45.967573334,1.0189862806095946
24041,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:19.915971+00:00,1775365519915971000,181230252896208,3075,,,A,1280,74,1279.0,-4.0,45.968648042,1.0189862806095946
24042,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:19.916053+00:00,1775365519916053000,181230252978416,3075,,,A,1279,96,1279.0,-4.0,45.96873025,1.0189862806095946
24043,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:19.916132+00:00,1775365519916132000,181230253056750,3075,,,A,1278,118,1279.0,-4.0,45.968808584,1.0189862806095946
24044,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:19.916211+00:00,1775365519916211000,181230253135541,3075,,,A,1277,140,1279.0,-4.0,45.968887375,1.0189862806095946
31140,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:46.282900+00:00,1775365546282900000,181256619873541,3200,,,A,1297,52,1297.0,0.0,72.335625375,1.0189862806095946
33514,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:56.913722+00:00,1775365556913722000,181267250714166,3200,,,A,1283,52,1282.0,-2.0,82.966466,1.0189862806095946
33515,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:56.915230+00:00,1775365556915230000,181267252222791,3200,,,A,1282,74,1282.0,-2.0,82.967974625,1.0189862806095946
33516,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:56.915333+00:00,1775365556915333000,181267252325208,3200,,,A,1281,96,1282.0,-2.0,82.968077042,1.0189862806095946
33666,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:05:57.621847+00:00,1775365557621847000,181267958840375,3200,,,A,1284,52,1284.0,0.0,83.674592209,1.0189862806095946
47019,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:08.945654+00:00,1775365628945654000,181339282777500,3300,,,A,1274,52,1273.0,-2.0,11.917423167,0.9429308506791584
47036,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:09.026313+00:00,1775365629026313000,181339363436500,3300,,,A,1273,74,1273.0,0.0,11.998082167,0.9429308506791584
47201,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:09.943209+00:00,1775365629943209000,181340280334541,3300,,,A,1266,52,1264.0,-4.0,12.914980208,0.9429308506791584
47206,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:09.967400+00:00,1775365629967400000,181340304525291,3300,,,A,1266,74,1264.5,-3.0,12.939170958,0.9429308506791584
47220,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:10.037344+00:00,1775365630037344000,181340374469750,3300,,,A,1266,96,1265.0,-2.0,13.009115417,0.9429308506791584
47233,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:10.103430+00:00,1775365630103430000,181340440556250,3300,,,A,1266,6,1265.5,-1.0,13.075201917,0.9429308506791584
47492,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:11.691999+00:00,1775365631691999000,181342029127916,3300,,,A,1249,52,1248.5,-1.0,14.663773583,0.9429308506791584
47663,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:12.751774+00:00,1775365632751774000,181343088904625,3300,,,A,1241,52,1239.5,-3.0,15.723550292,0.9429308506791584
47680,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:12.841896+00:00,1775365632841896000,181343179027250,3300,,,A,1241,74,1240.0,-2.0,15.813672917,0.9429308506791584
47701,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:12.942267+00:00,1775365632942267000,181343279397875,3300,,,A,1241,96,1240.5,-1.0,15.914043542,0.9429308506791584
47708,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:12.978704+00:00,1775365632978704000,181343315835166,3300,,,A,1241,6,1241.0,0.0,15.950480833,0.9429308506791584
47849,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:13.781662+00:00,1775365633781662000,181344118794208,3300,,,A,1232,52,1228.5,-7.0,16.753439875,0.9429308506791584
47856,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:13.820128+00:00,1775365633820128000,181344157260583,3300,,,A,1232,74,1229.0,-6.0,16.79190625,0.9429308506791584
47867,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:13.876595+00:00,1775365633876595000,181344213727458,3300,,,A,1232,96,1229.5,-5.0,16.848373125,0.9429308506791584
47878,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:13.932039+00:00,1775365633932039000,181344269171458,3300,,,A,1232,6,1230.0,-4.0,16.903817125,0.9429308506791584
47879,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:13.932135+00:00,1775365633932135000,181344269268208,3300,,,A,1230,52,1230.0,-4.0,16.903913875,0.9429308506791584
47880,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:13.932234+00:00,1775365633932234000,181344269367375,3300,,,A,1229,60,1230.0,-4.0,16.904013042,0.9429308506791584
47905,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:14.043833+00:00,1775365634043833000,181344380965916,3300,,,A,1229,14,1229.0,0.0,17.015611583,0.9429308506791584
48029,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:14.790762+00:00,1775365634790762000,181345127896208,3300,,,A,1222,52,1218.0,-8.0,17.762541875,0.9429308506791584
48041,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:14.855895+00:00,1775365634855895000,181345193029708,3300,,,A,1222,74,1218.5,-7.0,17.827675375,0.9429308506791584
48056,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:14.937366+00:00,1775365634937366000,181345274500833,3300,,,A,1222,96,1219.0,-6.0,17.9091465,0.9429308506791584
48062,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:14.969992+00:00,1775365634969992000,181345307126708,3300,,,A,1222,6,1219.5,-5.0,17.941772375,0.9429308506791584
48063,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:14.970082+00:00,1775365634970082000,181345307217208,3300,,,A,1217,52,1219.5,-5.0,17.941862875,0.9429308506791584
48187,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:15.725331+00:00,1775365635725331000,181346062466958,3300,,,A,1209,52,1207.0,-4.0,18.697112625,0.9429308506791584
48200,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:15.804333+00:00,1775365635804333000,181346141468875,3300,,,A,1209,74,1207.5,-3.0,18.776114542,0.9429308506791584
48205,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:15.829585+00:00,1775365635829585000,181346166721250,3300,,,A,1209,96,1208.0,-2.0,18.801366917,0.9429308506791584
48213,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:15.874053+00:00,1775365635874053000,181346211189625,3300,,,A,1209,6,1208.5,-1.0,18.845835292,0.9429308506791584
48338,market_research_2026-04-05_00-04-32_live_round,8575b9e65e754b92b458755320be2685,2026-04-05T05:07:16.617493+00:00,1775365636617493000,181346954630208,3300,,,A,1198,52,1196.5,-3.0,19.589275875,0.9429308506791584
